NAME,B01001_001E,B01002_001E,B19013_001E,B19301_001E,B23025_002E,B23025_003E,B23025_004E,B25077_001E,B25064_001E,B15003_022E,B15003_023E,B15003_024E,B15003_025E,state,county
"Fentress County, Tennessee",18642.0,46.3,47884.0,24595.0,7625.0,7625.0,7223.0,137000.0,645.0,1525.0,481.0,139.0,51.0,47,049
"Franklin County, Tennessee",42980.0,42.4,57933.0,31395.0,20033.0,20028.0,19502.0,192400.0,828.0,3910.0,1905.0,360.0,270.0,47,051
"Gibson County, Tennessee",50455.0,39.8,55455.0,27742.0,22860.0,22795.0,21560.0,130900.0,756.0,3968.0,1780.0,281.0,356.0,47,053
"Giles County, Tennessee",30317.0,43.7,56877.0,31852.0,13887.0,13875.0,13161.0,172500.0,817.0,2632.0,1067.0,227.0,124.0,47,055
"Grainger County, Tennessee",23648.0,45.6,47098.0,26545.0,10342.0,10342.0,9746.0,151200.0,648.0,1377.0,778.0,90.0,175.0,47,057
"Greene County, Tennessee",70399.0,44.7,51975.0,28237.0,30939.0,30925.0,29264.0,166500.0,689.0,5678.0,2365.0,633.0,432.0,47,059
"Grundy County, Tennessee",13550.0,43.1,47948.0,25075.0,5751.0,5751.0,5389.0,126400.0,694.0,660.0,465.0,115.0,64.0,47,061
"Hamblen County, Tennessee",64531.0,41.2,49656.0,27845.0,28983.0,28934.0,27038.0,166300.0,799.0,5279.0,2147.0,563.0,362.0,47,063
"Hamilton County, Tennessee",367193.0,39.7,69069.0,41198.0,191410.0,191232.0,182855.0,250900.0,1079.0,58187.0,24293.0,5635.0,4041.0,47,065
"Hancock County, Tennessee",6726.0,44.9,31809.0,24120.0,2427.0,2427.0,2183.0,112600.0,571.0,193.0,235.0,23.0,28.0,47,067
"Hardeman County, Tennessee",25519.0,40.7,43566.0,22098.0,10377.0,10377.0,9045.0,112700.0,773.0,1296.0,461.0,78.0,97.0,47,069
"Hardin County, Tennessee",26824.0,45.5,46902.0,26068.0,10996.0,10969.0,10609.0,142300.0,735.0,2129.0,725.0,154.0,54.0,47,071
"Hawkins County, Tennessee",57107.0,45.5,53647.0,28648.0,24019.0,23986.0,21929.0,153800.0,737.0,4684.0,1790.0,283.0,220.0,47,073
"Haywood County, Tennessee",17806.0,43.1,44890.0,26031.0,7944.0,7944.0,7268.0,116900.0,715.0,898.0,519.0,10.0,91.0,47,075
"Henderson County, Tennessee",27845.0,40.7,51576.0,25873.0,12257.0,12257.0,11599.0,139600.0,759.0,1815.0,665.0,97.0,89.0,47,077
"Henry County, Tennessee",32305.0,45.7,48025.0,28098.0,13397.0,13326.0,12788.0,141000.0,727.0,2900.0,971.0,295.0,279.0,47,079
"Hickman County, Tennessee",24996.0,41.8,54669.0,27764.0,10946.0,10921.0,10515.0,163900.0,796.0,1583.0,486.0,128.0,29.0,47,081
"Houston County, Tennessee",8253.0,44.1,51544.0,27053.0,3445.0,3433.0,3288.0,149200.0,719.0,414.0,184.0,31.0,34.0,47,083
"Humphreys County, Tennessee",19032.0,43.0,54185.0,29561.0,8716.0,8678.0,7793.0,175600.0,814.0,1442.0,497.0,210.0,101.0,47,085
"Jackson County, Tennessee",11730.0,47.3,42357.0,25534.0,5167.0,5167.0,4796.0,126100.0,777.0,981.0,171.0,53.0,16.0,47,087
"Jefferson County, Tennessee",55017.0,44.4,60393.0,31947.0,26749.0,26730.0,25277.0,183800.0,832.0,5119.0,2124.0,631.0,445.0,47,089
"Johnson County, Tennessee",17982.0,46.2,47571.0,26627.0,6738.0,6738.0,6444.0,156400.0,647.0,1333.0,544.0,95.0,79.0,47,091
"Knox County, Tennessee",481406.0,37.4,68580.0,39608.0,252383.0,251943.0,242346.0,248200.0,1097.0,77209.0,32478.0,9135.0,7466.0,47,093
"Lake County, Tennessee",6898.0,41.8,32064.0,19695.0,1848.0,1840.0,1712.0,111900.0,432.0,339.0,204.0,10.0,17.0,47,095
"Lauderdale County, Tennessee",25171.0,38.9,46702.0,24358.0,9896.0,9896.0,9295.0,110800.0,694.0,1089.0,586.0,92.0,21.0,47,097
"Lawrence County, Tennessee",44377.0,39.0,51038.0,26865.0,19753.0,19741.0,18492.0,156500.0,715.0,2807.0,1470.0,285.0,104.0,47,099
"Lewis County, Tennessee",12637.0,42.2,44613.0,26873.0,5533.0,5533.0,5243.0,139100.0,744.0,575.0,133.0,61.0,47.0,47,101
"Lincoln County, Tennessee",35365.0,43.2,61374.0,32016.0,16763.0,16755.0,16035.0,186300.0,755.0,2881.0,1453.0,299.0,152.0,47,103
"Loudon County, Tennessee",55507.0,48.5,75008.0,40425.0,25254.0,25178.0,24434.0,263800.0,960.0,7356.0,3602.0,281.0,425.0,47,105
"McMinn County, Tennessee",53532.0,42.3,57982.0,30334.0,24122.0,24074.0,22798.0,173300.0,803.0,4266.0,1502.0,542.0,250.0,47,107
"McNairy County, Tennessee",25895.0,42.9,46920.0,25004.0,10460.0,10402.0,9761.0,125400.0,706.0,1202.0,809.0,51.0,33.0,47,109
"Macon County, Tennessee",25365.0,39.1,51215.0,24979.0,12278.0,12278.0,11837.0,185100.0,789.0,1091.0,357.0,190.0,29.0,47,111
"Madison County, Tennessee",98644.0,38.4,55280.0,31380.0,48596.0,48505.0,44897.0,170700.0,994.0,10415.0,4668.0,1243.0,913.0,47,113
"Marion County, Tennessee",28852.0,43.6,58139.0,29314.0,12965.0,12965.0,12226.0,153000.0,824.0,1922.0,966.0,210.0,36.0,47,115
"Marshall County, Tennessee",34567.0,39.3,65325.0,32225.0,17218.0,17208.0,16205.0,218500.0,887.0,3399.0,1145.0,282.0,85.0,47,117
"Maury County, Tennessee",102002.0,39.4,71500.0,35733.0,52061.0,52061.0,50758.0,273400.0,1126.0,12487.0,4380.0,1010.0,468.0,47,119
"Meigs County, Tennessee",12839.0,45.5,59434.0,26843.0,5409.0,5409.0,5006.0,163000.0,832.0,680.0,276.0,79.0,37.0,47,121
"Monroe County, Tennessee",46489.0,44.6,52123.0,27356.0,19584.0,19523.0,18236.0,174800.0,668.0,3581.0,1007.0,343.0,302.0,47,123
"Montgomery County, Tennessee",222305.0,31.4,67890.0,31438.0,112944.0,100698.0,94591.0,226400.0,1128.0,26757.0,11880.0,1753.0,1502.0,47,125
"Moore County, Tennessee",6558.0,46.4,69250.0,35178.0,3096.0,3096.0,2967.0,256700.0,769.0,731.0,159.0,90.0,129.0,47,127
"Morgan County, Tennessee",21124.0,41.6,51971.0,27320.0,8009.0,7981.0,7312.0,133000.0,742.0,1123.0,675.0,51.0,59.0,47,129
"Obion County, Tennessee",30670.0,42.3,50638.0,28782.0,14085.0,14060.0,13360.0,119500.0,732.0,2351.0,1136.0,127.0,114.0,47,131
"Overton County, Tennessee",22576.0,43.1,46580.0,29556.0,10569.0,10568.0,10201.0,156000.0,777.0,1427.0,591.0,93.0,105.0,47,133
"Perry County, Tennessee",8432.0,42.8,55978.0,30870.0,3476.0,3476.0,3096.0,122900.0,699.0,410.0,197.0,0.0,14.0,47,135
"Pickett County, Tennessee",5042.0,51.1,44317.0,27259.0,1799.0,1795.0,1714.0,149300.0,720.0,449.0,119.0,100.0,21.0,47,137
"Polk County, Tennessee",17620.0,46.3,53775.0,30400.0,7949.0,7949.0,7328.0,128200.0,678.0,1062.0,418.0,126.0,111.0,47,139
"Putnam County, Tennessee",80157.0,36.3,54371.0,29419.0,40061.0,39868.0,38060.0,221200.0,842.0,8994.0,3421.0,771.0,1061.0,47,141
"Rhea County, Tennessee",33031.0,40.9,55568.0,26678.0,14179.0,14179.0,13057.0,155800.0,780.0,2666.0,1028.0,89.0,124.0,47,143
"Roane County, Tennessee",53777.0,47.4,66460.0,36579.0,24946.0,24887.0,23668.0,193400.0,753.0,5161.0,2506.0,582.0,464.0,47,145
"Robertson County, Tennessee",73297.0,39.4,74440.0,35093.0,37314.0,37292.0,35880.0,271300.0,1065.0,7875.0,2027.0,438.0,271.0,47,147
"Rutherford County, Tennessee",343727.0,34.0,78291.0,35135.0,192268.0,191567.0,184020.0,305100.0,1311.0,50052.0,16870.0,2794.0,3049.0,47,149
"Scott County, Tennessee",21917.0,40.7,39744.0,22273.0,8774.0,8774.0,7930.0,113900.0,646.0,920.0,445.0,80.0,84.0,47,151
"Sequatchie County, Tennessee",16065.0,44.4,53038.0,25954.0,6610.0,6610.0,6391.0,184600.0,786.0,1418.0,457.0,126.0,159.0,47,153
"Sevier County, Tennessee",98455.0,43.9,60103.0,31603.0,48743.0,48541.0,46821.0,239800.0,968.0,9547.0,2916.0,1407.0,422.0,47,155
"Shelby County, Tennessee",926440.0,35.9,59621.0,36230.0,465111.0,463039.0,429064.0,206100.0,1103.0,123239.0,59169.0,14812.0,9157.0,47,157
"Smith County, Tennessee",20034.0,40.5,57677.0,31446.0,9521.0,9521.0,9192.0,200500.0,809.0,1607.0,601.0,82.0,77.0,47,159
"Stewart County, Tennessee",13724.0,44.3,57257.0,28362.0,5860.0,5833.0,5613.0,163700.0,725.0,1177.0,299.0,107.0,49.0,47,161
"Sullivan County, Tennessee",158722.0,45.2,54357.0,33934.0,73974.0,73774.0,69206.0,173000.0,793.0,20213.0,7019.0,1680.0,1638.0,47,163
"Sumner County, Tennessee",196845.0,39.8,81883.0,40419.0,103540.0,103347.0,99744.0,332700.0,1245.0,28742.0,10058.0,1951.0,1657.0,47,165
"Tipton County, Tennessee",61116.0,38.4,70674.0,31909.0,29609.0,29320.0,27734.0,203500.0,1013.0,5128.0,2299.0,440.0,239.0,47,167
"Trousdale County, Tennessee",11596.0,34.6,62018.0,26522.0,5162.0,5162.0,5122.0,217400.0,822.0,452.0,214.0,98.0,53.0,47,169
"Unicoi County, Tennessee",17845.0,47.4,49855.0,27930.0,8106.0,8064.0,7626.0,150600.0,664.0,1538.0,537.0,152.0,63.0,47,171
"Union County, Tennessee",19860.0,42.6,57094.0,28174.0,8676.0,8676.0,8181.0,164400.0,838.0,989.0,613.0,203.0,35.0,47,173
"Van Buren County, Tennessee",6182.0,47.4,44730.0,24099.0,2552.0,2552.0,2448.0,132700.0,658.0,265.0,94.0,52.0,57.0,47,175
"Warren County, Tennessee",41163.0,40.3,52948.0,27059.0,18420.0,18399.0,17684.0,149700.0,734.0,2746.0,918.0,106.0,179.0,47,177
"Washington County, Tennessee",133282.0,40.1,58507.0,35562.0,66727.0,66645.0,63338.0,211100.0,890.0,17509.0,8347.0,2569.0,2028.0,47,179
"Wayne County, Tennessee",16325.0,44.3,49360.0,26538.0,6555.0,6555.0,6254.0,129000.0,606.0,1024.0,385.0,35.0,41.0,47,181
"Weakley County, Tennessee",32946.0,37.9,47769.0,26820.0,14762.0,14713.0,14126.0,123100.0,723.0,2657.0,1143.0,120.0,327.0,47,183
"White County, Tennessee",27420.0,43.0,48220.0,26213.0,11868.0,11868.0,11226.0,161500.0,835.0,1742.0,564.0,193.0,130.0,47,185
"Williamson County, Tennessee",248897.0,40.0,125943.0,61451.0,130307.0,130241.0,127487.0,611100.0,1817.0,63976.0,26533.0,6388.0,4170.0,47,187
"Wilson County, Tennessee",149096.0,40.0,89462.0,42978.0,77626.0,77573.0,74682.0,358900.0,1268.0,25090.0,9858.0,1471.0,1245.0,47,189
"Anderson County, Texas",58077.0,39.3,57445.0,23548.0,20845.0,20827.0,20005.0,154600.0,972.0,3857.0,1284.0,203.0,220.0,48,001
"Andrews County, Texas",18362.0,32.4,86458.0,39749.0,9523.0,9523.0,9264.0,179300.0,1345.0,1636.0,302.0,78.0,159.0,48,003
"Angelina County, Texas",86608.0,37.8,57055.0,27460.0,39749.0,39723.0,37358.0,138600.0,985.0,6706.0,3057.0,439.0,375.0,48,005
"Aransas County, Texas",24048.0,51.0,58168.0,40890.0,9714.0,9714.0,9291.0,221500.0,1076.0,2992.0,1247.0,207.0,152.0,48,007
"Archer County, Texas",8649.0,43.1,69954.0,37873.0,4219.0,4213.0,4084.0,157500.0,718.0,1023.0,372.0,61.0,63.0,48,009
"Armstrong County, Texas",1912.0,43.9,70417.0,31823.0,825.0,820.0,818.0,167600.0,942.0,235.0,91.0,14.0,5.0,48,011
"Atascosa County, Texas",49403.0,35.8,67442.0,27386.0,21979.0,21956.0,20548.0,141000.0,977.0,3483.0,827.0,227.0,44.0,48,013
"Austin County, Texas",30406.0,41.0,73556.0,36399.0,15124.0,15117.0,14541.0,240000.0,1046.0,3753.0,1028.0,122.0,154.0,48,015
"Bailey County, Texas",6902.0,30.3,69830.0,29674.0,3053.0,3053.0,2988.0,112400.0,665.0,482.0,51.0,60.0,73.0,48,017
"Bandera County, Texas",21182.0,53.4,70965.0,39162.0,9862.0,9862.0,9206.0,237300.0,927.0,2783.0,1189.0,301.0,177.0,48,019
"Bastrop County, Texas",98435.0,38.0,80151.0,34079.0,47586.0,47436.0,45372.0,235900.0,1195.0,10118.0,3251.0,673.0,845.0,48,021
"Baylor County, Texas",3475.0,46.7,52716.0,31392.0,1507.0,1507.0,1490.0,92100.0,568.0,481.0,73.0,20.0,0.0,48,023
"Bee County, Texas",30977.0,35.6,50283.0,22347.0,11091.0,11091.0,10381.0,106700.0,985.0,1474.0,735.0,205.0,69.0,48,025
"Bell County, Texas",372821.0,31.7,62858.0,31822.0,184667.0,165054.0,152373.0,196300.0,1095.0,40173.0,15235.0,3397.0,2165.0,48,027
"Bexar County, Texas",2014059.0,34.2,67275.0,33963.0,1036953.0,1014064.0,957948.0,222300.0,1212.0,244258.0,107776.0,26476.0,16487.0,48,029
"Blanco County, Texas",11608.0,49.5,79717.0,46356.0,5726.0,5726.0,5502.0,309800.0,863.0,2112.0,400.0,95.0,103.0,48,031
"Borden County, Texas",686.0,36.5,80625.0,39276.0,284.0,284.0,279.0,104200.0,-666666666.0,128.0,42.0,3.0,0.0,48,033
"Bosque County, Texas",18404.0,46.1,63868.0,32990.0,8021.0,7998.0,7683.0,151400.0,886.0,1793.0,496.0,113.0,117.0,48,035
"Bowie County, Texas",92747.0,38.2,56628.0,30103.0,39734.0,39714.0,38137.0,150300.0,900.0,8817.0,3799.0,883.0,452.0,48,037
"Brazoria County, Texas",374600.0,36.3,91972.0,39891.0,183284.0,182812.0,174330.0,256900.0,1333.0,49553.0,19724.0,4160.0,3591.0,48,039
"Brazos County, Texas",234548.0,26.3,57562.0,32499.0,120049.0,119711.0,114256.0,260800.0,1120.0,28990.0,13989.0,2550.0,7662.0,48,041
"Brewster County, Texas",9454.0,46.1,47747.0,35516.0,4922.0,4922.0,4772.0,200500.0,780.0,2039.0,1069.0,131.0,171.0,48,043
"Briscoe County, Texas",1290.0,49.7,35446.0,29721.0,513.0,513.0,496.0,77400.0,850.0,94.0,40.0,16.0,4.0,48,045
"Brooks County, Texas",7059.0,38.3,30566.0,20308.0,3072.0,3072.0,3009.0,80100.0,391.0,691.0,241.0,0.0,7.0,48,047
"Brown County, Texas",38159.0,41.2,53792.0,30202.0,18025.0,17983.0,17303.0,137900.0,862.0,3901.0,1013.0,120.0,243.0,48,049
"Burleson County, Texas",17958.0,44.1,71745.0,38918.0,8146.0,8146.0,7840.0,154700.0,977.0,2102.0,606.0,111.0,74.0,48,051
"Burnet County, Texas",49684.0,44.7,71482.0,40628.0,23962.0,23937.0,23128.0,268300.0,1232.0,6892.0,2230.0,419.0,448.0,48,053
"Caldwell County, Texas",46141.0,37.8,66779.0,28742.0,21074.0,21074.0,20563.0,185400.0,1084.0,3641.0,1150.0,169.0,141.0,48,055
"Calhoun County, Texas",20127.0,38.4,62267.0,33754.0,10031.0,10031.0,9691.0,128200.0,968.0,1377.0,651.0,42.0,137.0,48,057
"Callahan County, Texas",13869.0,43.5,63906.0,31856.0,6563.0,6550.0,6237.0,129500.0,888.0,1699.0,435.0,32.0,58.0,48,059
"Cameron County, Texas",421854.0,32.0,47435.0,21440.0,178995.0,178758.0,168550.0,109600.0,855.0,33806.0,10958.0,2557.0,1391.0,48,061
"Camp County, Texas",12543.0,39.0,53968.0,28004.0,5509.0,5509.0,5211.0,146600.0,767.0,1203.0,382.0,62.0,51.0,48,063
"Carson County, Texas",5801.0,41.3,83199.0,40192.0,2887.0,2887.0,2833.0,129700.0,933.0,681.0,287.0,3.0,14.0,48,065
"Cass County, Texas",28637.0,44.3,54303.0,28608.0,11767.0,11762.0,10920.0,115600.0,834.0,2473.0,738.0,110.0,130.0,48,067
"Castro County, Texas",7381.0,34.8,59886.0,25425.0,3596.0,3596.0,3467.0,96400.0,841.0,669.0,169.0,6.0,33.0,48,069
"Chambers County, Texas",47037.0,35.4,106103.0,42628.0,23806.0,23700.0,21916.0,279200.0,1339.0,4752.0,1498.0,327.0,244.0,48,071
"Cherokee County, Texas",50824.0,38.2,56971.0,26790.0,21311.0,21311.0,20080.0,138500.0,883.0,3423.0,1479.0,189.0,312.0,48,073
"Childress County, Texas",6781.0,32.6,56063.0,27466.0,3123.0,3123.0,2853.0,111100.0,858.0,526.0,111.0,81.0,13.0,48,075
"Clay County, Texas",10290.0,46.8,75227.0,35847.0,4899.0,4880.0,4791.0,139700.0,787.0,1229.0,402.0,74.0,46.0,48,077
"Cochran County, Texas",2529.0,37.4,41597.0,23748.0,1151.0,1151.0,1069.0,48000.0,702.0,103.0,37.0,4.0,0.0,48,079
"Coke County, Texas",3305.0,47.1,40230.0,28397.0,1383.0,1383.0,1341.0,94900.0,681.0,295.0,126.0,22.0,22.0,48,081
"Coleman County, Texas",7808.0,48.4,51034.0,31249.0,3596.0,3596.0,3371.0,91800.0,684.0,875.0,196.0,60.0,23.0,48,083
"Collin County, Texas",1079153.0,37.1,113255.0,52654.0,591380.0,590930.0,565939.0,411100.0,1689.0,240100.0,114983.0,18493.0,12523.0,48,085
"Collingsworth County, Texas",2865.0,38.3,52045.0,33436.0,1344.0,1344.0,1306.0,89500.0,651.0,359.0,47.0,16.0,28.0,48,087
"Colorado County, Texas",20582.0,43.2,63352.0,35002.0,9379.0,9379.0,8841.0,172900.0,892.0,2208.0,562.0,217.0,120.0,48,089
"Comal County, Texas",165201.0,41.7,93744.0,47280.0,81051.0,80550.0,77609.0,369400.0,1390.0,30280.0,12781.0,2330.0,1486.0,48,091
"Comanche County, Texas",13651.0,44.2,57383.0,31171.0,6666.0,6666.0,6177.0,131800.0,795.0,1214.0,515.0,41.0,45.0,48,093
"Concho County, Texas",3235.0,46.4,55750.0,24207.0,1020.0,1020.0,997.0,92900.0,927.0,216.0,60.0,1.0,9.0,48,095
"Cooke County, Texas",41860.0,40.4,66374.0,36275.0,20861.0,20861.0,20047.0,207100.0,1064.0,4462.0,1553.0,259.0,371.0,48,097
"Coryell County, Texas",82927.0,32.2,63281.0,26699.0,36934.0,27069.0,25141.0,153300.0,1046.0,6302.0,2354.0,149.0,261.0,48,099
"Cottle County, Texas",1647.0,37.4,47625.0,26081.0,748.0,748.0,717.0,51400.0,375.0,129.0,66.0,0.0,6.0,48,101
"Crane County, Texas",4636.0,37.9,71364.0,31973.0,2313.0,2313.0,2244.0,117000.0,913.0,319.0,120.0,0.0,14.0,48,103
"Crockett County, Texas",2949.0,50.0,64103.0,35942.0,1589.0,1589.0,1558.0,181300.0,583.0,215.0,119.0,32.0,0.0,48,105
"Crosby County, Texas",5157.0,39.4,50268.0,30888.0,2489.0,2489.0,2368.0,69600.0,649.0,394.0,70.0,14.0,1.0,48,107
"Culberson County, Texas",2181.0,47.5,35924.0,29295.0,1034.0,1034.0,930.0,83300.0,918.0,164.0,2.0,11.0,0.0,48,109
"Dallam County, Texas",7165.0,30.8,71969.0,28936.0,3940.0,3940.0,3839.0,113800.0,1105.0,559.0,23.0,53.0,4.0,48,111
"Dallas County, Texas",2604053.0,33.8,70732.0,39172.0,1389724.0,1388229.0,1319521.0,252200.0,1374.0,353037.0,154247.0,41089.0,21416.0,48,113
"Dawson County, Texas",12342.0,34.0,45268.0,22002.0,4720.0,4720.0,4270.0,95100.0,805.0,902.0,100.0,33.0,25.0,48,115
"Deaf Smith County, Texas",18585.0,32.0,51942.0,23310.0,8613.0,8613.0,8428.0,107500.0,842.0,952.0,224.0,29.0,76.0,48,117
"Delta County, Texas",5278.0,40.6,68491.0,34345.0,2467.0,2467.0,2310.0,163700.0,875.0,549.0,228.0,0.0,16.0,48,119
"Denton County, Texas",914870.0,36.5,104180.0,50470.0,522842.0,522506.0,501458.0,377000.0,1496.0,193763.0,79113.0,11614.0,7994.0,48,121
"DeWitt County, Texas",19826.0,41.7,61100.0,29359.0,7960.0,7952.0,7539.0,156700.0,931.0,1409.0,416.0,133.0,3.0,48,123
"Dickens County, Texas",1570.0,47.9,46638.0,28798.0,652.0,652.0,589.0,67000.0,533.0,159.0,52.0,18.0,8.0,48,125
"Dimmit County, Texas",8672.0,36.4,27374.0,19505.0,2469.0,2469.0,2352.0,75900.0,664.0,429.0,281.0,47.0,20.0,48,127
"Donley County, Texas",3298.0,40.3,51711.0,25682.0,1386.0,1386.0,1386.0,98900.0,711.0,191.0,91.0,9.0,0.0,48,129
"Duval County, Texas",9960.0,35.5,50697.0,21606.0,3980.0,3980.0,3646.0,76000.0,870.0,284.0,210.0,5.0,0.0,48,131
"Eastland County, Texas",17812.0,41.5,52902.0,31197.0,8114.0,8101.0,7706.0,110500.0,745.0,1826.0,770.0,78.0,105.0,48,133
"Ector County, Texas",162300.0,31.0,70566.0,34267.0,79446.0,79398.0,74794.0,175600.0,1232.0,10918.0,3984.0,772.0,422.0,48,135
"Edwards County, Texas",1380.0,40.2,40809.0,25218.0,728.0,728.0,728.0,86800.0,680.0,126.0,34.0,0.0,0.0,48,137
"Ellis County, Texas",195509.0,36.2,93248.0,38628.0,103575.0,103450.0,99369.0,275800.0,1345.0,24046.0,9210.0,1163.0,686.0,48,139
"El Paso County, Texas",863832.0,32.8,55417.0,26011.0,413714.0,395229.0,368320.0,153600.0,978.0,90357.0,32427.0,6589.0,4488.0,48,141
"Erath County, Texas",42788.0,31.6,59654.0,32181.0,22088.0,22080.0,20833.0,219600.0,1070.0,5542.0,2026.0,293.0,298.0,48,143
"Falls County, Texas",17013.0,40.0,45172.0,29183.0,6746.0,6746.0,6248.0,103400.0,691.0,1027.0,373.0,54.0,110.0,48,145
"Fannin County, Texas",36052.0,40.4,65835.0,33481.0,15809.0,15809.0,15060.0,193200.0,979.0,3356.0,1444.0,164.0,238.0,48,147
"Fayette County, Texas",24564.0,48.0,72881.0,37849.0,11251.0,11251.0,10862.0,254200.0,885.0,3179.0,881.0,190.0,82.0,48,149
"Fisher County, Texas",3680.0,42.2,60461.0,32722.0,1870.0,1870.0,1816.0,82700.0,605.0,353.0,136.0,22.0,8.0,48,151
"Floyd County, Texas",5386.0,35.7,49321.0,28755.0,2334.0,2334.0,2238.0,90800.0,697.0,429.0,106.0,22.0,2.0,48,153
"Foard County, Texas",1075.0,50.9,41944.0,27262.0,540.0,540.0,508.0,65000.0,537.0,81.0,26.0,0.0,5.0,48,155
"Fort Bend County, Texas",832607.0,36.9,109987.0,45172.0,424016.0,423777.0,401677.0,329600.0,1669.0,156424.0,76105.0,14460.0,13633.0,48,157
"Franklin County, Texas",10445.0,42.9,67915.0,39246.0,5102.0,5102.0,4771.0,194800.0,951.0,1459.0,617.0,49.0,126.0,48,159
"Freestone County, Texas",19599.0,41.8,55902.0,28201.0,7386.0,7386.0,7131.0,154900.0,785.0,1649.0,606.0,94.0,62.0,48,161
"Frio County, Texas",18151.0,33.1,56042.0,22779.0,7113.0,7113.0,6930.0,98000.0,797.0,607.0,227.0,34.0,130.0,48,163
"Gaines County, Texas",21523.0,29.3,73299.0,28701.0,9137.0,9137.0,8826.0,181100.0,711.0,955.0,256.0,2.0,0.0,48,165
"Galveston County, Texas",350801.0,38.1,83913.0,42603.0,177978.0,177335.0,166845.0,260600.0,1301.0,53733.0,17606.0,4531.0,4172.0,48,167
"Garza County, Texas",5735.0,41.8,56215.0,22188.0,1844.0,1844.0,1662.0,87500.0,1048.0,313.0,212.0,6.0,21.0,48,169
"Gillespie County, Texas",26953.0,49.7,70162.0,42067.0,12850.0,12850.0,12396.0,399400.0,1275.0,4346.0,1949.0,282.0,371.0,48,171
"Glasscock County, Texas",1068.0,38.8,112188.0,50449.0,469.0,469.0,463.0,258300.0,-666666666.0,217.0,45.0,17.0,0.0,48,173
"Goliad County, Texas",7092.0,44.7,58125.0,36114.0,3026.0,3026.0,2882.0,172400.0,788.0,660.0,210.0,8.0,22.0,48,175
"Gonzales County, Texas",19736.0,36.8,64255.0,32807.0,8769.0,8769.0,8679.0,156100.0,895.0,1168.0,328.0,55.0,118.0,48,177
"Gray County, Texas",21272.0,36.6,54563.0,30303.0,9544.0,9544.0,9028.0,93600.0,846.0,1726.0,414.0,57.0,57.0,48,179
"Grayson County, Texas",137008.0,39.2,66608.0,34643.0,67287.0,67222.0,64616.0,206900.0,1096.0,14097.0,5119.0,947.0,952.0,48,181
"Gregg County, Texas",124245.0,35.8,63811.0,32236.0,59146.0,59030.0,56862.0,171900.0,1008.0,12208.0,4301.0,1053.0,405.0,48,183
"Grimes County, Texas",29442.0,40.3,63484.0,28792.0,12355.0,12355.0,11659.0,212500.0,910.0,2418.0,1158.0,229.0,114.0,48,185
"Guadalupe County, Texas",173828.0,37.3,88111.0,37184.0,87952.0,86109.0,82433.0,258600.0,1278.0,22664.0,9354.0,1151.0,972.0,48,187
"Hale County, Texas",32525.0,33.4,50721.0,23696.0,14640.0,14606.0,13924.0,97500.0,757.0,1827.0,884.0,98.0,135.0,48,189
"Hall County, Texas",2847.0,45.1,43873.0,26847.0,1261.0,1261.0,1166.0,68000.0,554.0,277.0,69.0,8.0,6.0,48,191
"Hamilton County, Texas",8244.0,45.0,54890.0,36764.0,3511.0,3511.0,3413.0,122600.0,865.0,1040.0,307.0,95.0,14.0,48,193
"Hansford County, Texas",5270.0,33.9,62350.0,27585.0,2543.0,2540.0,2430.0,101700.0,823.0,812.0,140.0,9.0,8.0,48,195
"Hardeman County, Texas",3541.0,44.1,60455.0,29783.0,1856.0,1856.0,1810.0,65800.0,612.0,326.0,78.0,24.0,3.0,48,197
"Hardin County, Texas",56576.0,39.4,70164.0,33700.0,25210.0,25165.0,24004.0,175800.0,955.0,5413.0,1399.0,153.0,112.0,48,199
"Harris County, Texas",4726177.0,34.1,70789.0,38184.0,2443959.0,2441130.0,2285175.0,235300.0,1269.0,629798.0,258583.0,72382.0,45086.0,48,201
"Harrison County, Texas",69098.0,38.8,63427.0,30613.0,32943.0,32926.0,30925.0,164400.0,912.0,6889.0,2581.0,320.0,322.0,48,203
"Hartley County, Texas",5369.0,39.7,78065.0,27850.0,1796.0,1796.0,1769.0,226500.0,1102.0,591.0,295.0,23.0,118.0,48,205
"Haskell County, Texas",5408.0,44.3,52786.0,37600.0,2422.0,2422.0,2270.0,69800.0,862.0,472.0,322.0,2.0,3.0,48,207
"Hays County, Texas",245351.0,33.2,79990.0,38909.0,132668.0,132146.0,125414.0,335700.0,1355.0,39393.0,15849.0,2291.0,2937.0,48,209
"Hemphill County, Texas",3371.0,40.8,67798.0,40940.0,1627.0,1627.0,1561.0,200600.0,1025.0,410.0,109.0,8.0,0.0,48,211
"Henderson County, Texas",82627.0,43.9,59778.0,32513.0,35626.0,35626.0,33667.0,159600.0,958.0,7663.0,2790.0,421.0,261.0,48,213
"Hidalgo County, Texas",873167.0,29.8,49371.0,20844.0,369861.0,369052.0,340953.0,112700.0,875.0,69445.0,23007.0,4473.0,2965.0,48,215
"Hill County, Texas",36138.0,41.2,60669.0,30730.0,16586.0,16586.0,15842.0,142000.0,893.0,2974.0,1153.0,186.0,33.0,48,217
"Hockley County, Texas",21495.0,35.3,53283.0,28809.0,10228.0,10228.0,9689.0,110800.0,765.0,1544.0,638.0,85.0,77.0,48,219
"Hood County, Texas",62459.0,46.5,80013.0,41729.0,28185.0,28179.0,26540.0,249400.0,1255.0,9707.0,3508.0,558.0,598.0,48,221
