NAME_Geographic Area Name,P001001_Total Population,P003001_Total Race Population,P003002_White Alone,P003003_Black or African American Alone,P003004_American Indian and Alaska Native Alone,P003005_Asian Alone,P012001_Total Population by Sex by Age,H001001_Total Housing Units,H003001_Total Occupied Housing Units,H003002_Occupied Housing Units,H003003_Vacant Housing Units,state,county,year
"Atlantic County, New Jersey",274549,274549.0,179566.0,44138.0,1050.0,20595.0,274549.0,126647.0,126647.0,102847.0,23800.0,34,001,2010-12-31
"Bergen County, New Jersey",905116,905116.0,650703.0,52473.0,2061.0,131329.0,905116.0,352388.0,352388.0,335730.0,16658.0,34,003,2010-12-31
"Burlington County, New Jersey",448734,448734.0,331342.0,74505.0,985.0,19395.0,448734.0,175615.0,175615.0,166318.0,9297.0,34,005,2010-12-31
"Hunterdon County, New Jersey",128349,128349.0,117264.0,3451.0,167.0,4181.0,128349.0,49487.0,49487.0,47169.0,2318.0,34,019,2010-12-31
"Cape May County, New Jersey",97265,97265.0,87369.0,4565.0,205.0,834.0,97265.0,98309.0,98309.0,40812.0,57497.0,34,009,2010-12-31
"Cumberland County, New Jersey",156898,156898.0,98430.0,31741.0,1746.0,1907.0,156898.0,55834.0,55834.0,51931.0,3903.0,34,011,2010-12-31
"Essex County, New Jersey",783969,783969.0,333868.0,320479.0,3056.0,35789.0,783969.0,312954.0,312954.0,283712.0,29242.0,34,013,2010-12-31
"Gloucester County, New Jersey",288288,288288.0,240890.0,29006.0,501.0,7609.0,288288.0,109796.0,109796.0,104271.0,5525.0,34,015,2010-12-31
"Hudson County, New Jersey",634266,634266.0,342792.0,83925.0,4081.0,84924.0,634266.0,270335.0,270335.0,246437.0,23898.0,34,017,2010-12-31
"Passaic County, New Jersey",501226,501226.0,314001.0,64295.0,3348.0,25092.0,501226.0,175966.0,175966.0,166785.0,9181.0,34,031,2010-12-31
"Chaves County, New Mexico",65645,65645.0,46518.0,1323.0,814.0,414.0,65645.0,26697.0,26697.0,23691.0,3006.0,35,005,2010-12-31
"Catron County, New Mexico",3725,3725.0,3344.0,16.0,99.0,7.0,3725.0,3289.0,3289.0,1787.0,1502.0,35,003,2010-12-31
"Bernalillo County, New Mexico",662564,662564.0,459660.0,19652.0,31744.0,15525.0,662564.0,284234.0,284234.0,266000.0,18234.0,35,001,2010-12-31
"Guadalupe County, New Mexico",4687,4687.0,3298.0,79.0,90.0,62.0,4687.0,2393.0,2393.0,1766.0,627.0,35,019,2010-12-31
"Cibola County, New Mexico",27213,27213.0,11386.0,275.0,11156.0,149.0,27213.0,11101.0,11101.0,8860.0,2241.0,35,006,2010-12-31
"Colfax County, New Mexico",13750,13750.0,11522.0,64.0,202.0,49.0,13750.0,10023.0,10023.0,6011.0,4012.0,35,007,2010-12-31
"Curry County, New Mexico",48376,48376.0,33728.0,3055.0,566.0,625.0,48376.0,20062.0,20062.0,18015.0,2047.0,35,009,2010-12-31
"De Baca County, New Mexico",2022,2022.0,1766.0,3.0,13.0,1.0,2022.0,1344.0,1344.0,912.0,432.0,35,011,2010-12-31
"Dona Ana County, New Mexico",209233,209233.0,154989.0,3656.0,3147.0,2227.0,209233.0,81492.0,81492.0,75532.0,5960.0,35,013,2010-12-31
"Eddy County, New Mexico",53829,53829.0,41667.0,743.0,810.0,356.0,53829.0,22585.0,22585.0,20411.0,2174.0,35,015,2010-12-31
"Grant County, New Mexico",29514,29514.0,25058.0,255.0,400.0,123.0,29514.0,14693.0,14693.0,12586.0,2107.0,35,017,2010-12-31
"Mora County, New Mexico",4881,4881.0,3462.0,32.0,64.0,13.0,4881.0,3232.0,3232.0,2114.0,1118.0,35,033,2010-12-31
"Harding County, New Mexico",695,695.0,604.0,2.0,8.0,0.0,695.0,526.0,526.0,349.0,177.0,35,021,2010-12-31
"Hidalgo County, New Mexico",4894,4894.0,4177.0,29.0,41.0,23.0,4894.0,2393.0,2393.0,1936.0,457.0,35,023,2010-12-31
"Lea County, New Mexico",64727,64727.0,48539.0,2641.0,770.0,326.0,64727.0,24919.0,24919.0,22236.0,2683.0,35,025,2010-12-31
"Lincoln County, New Mexico",20497,20497.0,17439.0,96.0,489.0,75.0,20497.0,17519.0,17519.0,9219.0,8300.0,35,027,2010-12-31
"Los Alamos County, New Mexico",17950,17950.0,15765.0,102.0,142.0,1071.0,17950.0,8354.0,8354.0,7663.0,691.0,35,028,2010-12-31
"Luna County, New Mexico",25095,25095.0,19511.0,288.0,317.0,119.0,25095.0,10999.0,10999.0,9593.0,1406.0,35,029,2010-12-31
"Otero County, New Mexico",63797,63797.0,46352.0,2251.0,4271.0,749.0,63797.0,30992.0,30992.0,24464.0,6528.0,35,035,2010-12-31
"McKinley County, New Mexico",71492,71492.0,10834.0,360.0,53988.0,568.0,71492.0,25813.0,25813.0,21968.0,3845.0,35,031,2010-12-31
"Sierra County, New Mexico",11988,11988.0,10265.0,49.0,199.0,49.0,11988.0,8356.0,8356.0,5917.0,2439.0,35,051,2010-12-31
"Quay County, New Mexico",9041,9041.0,7781.0,103.0,113.0,88.0,9041.0,5569.0,5569.0,4072.0,1497.0,35,037,2010-12-31
"Rio Arriba County, New Mexico",40246,40246.0,20778.0,204.0,6447.0,170.0,40246.0,19638.0,19638.0,15768.0,3870.0,35,039,2010-12-31
"Roosevelt County, New Mexico",19846,19846.0,15252.0,364.0,253.0,175.0,19846.0,8163.0,8163.0,7299.0,864.0,35,041,2010-12-31
"Sandoval County, New Mexico",131561,131561.0,89482.0,2800.0,16945.0,1922.0,131561.0,52287.0,52287.0,47602.0,4685.0,35,043,2010-12-31
"San Juan County, New Mexico",130044,130044.0,67048.0,756.0,47640.0,484.0,130044.0,49341.0,49341.0,44404.0,4937.0,35,045,2010-12-31
"San Miguel County, New Mexico",29393,29393.0,19583.0,412.0,508.0,228.0,29393.0,15595.0,15595.0,11978.0,3617.0,35,047,2010-12-31
"Santa Fe County, New Mexico",144170,144170.0,109800.0,1239.0,4486.0,1672.0,144170.0,71267.0,71267.0,61963.0,9304.0,35,049,2010-12-31
"Socorro County, New Mexico",17866,17866.0,13424.0,188.0,2082.0,219.0,17866.0,8059.0,8059.0,7014.0,1045.0,35,053,2010-12-31
"Taos County, New Mexico",32937,32937.0,22639.0,143.0,2031.0,219.0,32937.0,20265.0,20265.0,14806.0,5459.0,35,055,2010-12-31
"Torrance County, New Mexico",16383,16383.0,12460.0,219.0,383.0,71.0,16383.0,7798.0,7798.0,6264.0,1534.0,35,057,2010-12-31
"Union County, New Mexico",4549,4549.0,3718.0,80.0,89.0,23.0,4549.0,2305.0,2305.0,1695.0,610.0,35,059,2010-12-31
"Valencia County, New Mexico",76569,76569.0,56027.0,1071.0,2915.0,406.0,76569.0,30085.0,30085.0,27500.0,2585.0,35,061,2010-12-31
"Genesee County, New York",60079,60079.0,55787.0,1612.0,679.0,357.0,60079.0,25589.0,25589.0,23728.0,1861.0,36,037,2010-12-31
"Greene County, New York",49221,49221.0,44440.0,2826.0,145.0,391.0,49221.0,29210.0,29210.0,19823.0,9387.0,36,039,2010-12-31
"Livingston County, New York",65393,65393.0,61363.0,1598.0,187.0,785.0,65393.0,27123.0,27123.0,24409.0,2714.0,36,051,2010-12-31
"Herkimer County, New York",64519,64519.0,62320.0,700.0,157.0,332.0,64519.0,33381.0,33381.0,26324.0,7057.0,36,043,2010-12-31
"Hamilton County, New York",4836,4836.0,4705.0,35.0,11.0,24.0,4836.0,8694.0,8694.0,2262.0,6432.0,36,041,2010-12-31
"Jefferson County, New York",116229,116229.0,103047.0,5876.0,586.0,1518.0,116229.0,57966.0,57966.0,43451.0,14515.0,36,045,2010-12-31
"Kings County, New York",2504700,2504700.0,1072041.0,860083.0,13524.0,262276.0,2504700.0,1000293.0,1000293.0,916856.0,83437.0,36,047,2010-12-31
"Lewis County, New York",27087,27087.0,26465.0,184.0,53.0,75.0,27087.0,15112.0,15112.0,10514.0,4598.0,36,049,2010-12-31
"Niagara County, New York",216469,216469.0,191673.0,14851.0,2285.0,1823.0,216469.0,99120.0,99120.0,90556.0,8564.0,36,063,2010-12-31
"Madison County, New York",73442,73442.0,69740.0,1350.0,524.0,583.0,73442.0,31757.0,31757.0,27754.0,4003.0,36,053,2010-12-31
"Monroe County, New York",744344,744344.0,566535.0,113171.0,2136.0,24281.0,744344.0,320593.0,320593.0,300422.0,20171.0,36,055,2010-12-31
"Montgomery County, New York",50219,50219.0,45519.0,951.0,169.0,369.0,50219.0,23063.0,23063.0,20272.0,2791.0,36,057,2010-12-31
"Nassau County, New York",1339532,1339532.0,977577.0,149049.0,3185.0,102266.0,1339532.0,468346.0,468346.0,448528.0,19818.0,36,059,2010-12-31
"New York County, New York",1585873,1585873.0,911073.0,246687.0,8669.0,179552.0,1585873.0,847090.0,847090.0,763846.0,83244.0,36,061,2010-12-31
"Putnam County, New York",99710,99710.0,90470.0,2350.0,175.0,1882.0,99710.0,38224.0,38224.0,35041.0,3183.0,36,079,2010-12-31
"Oneida County, New York",234878,234878.0,204679.0,14688.0,605.0,6565.0,234878.0,104180.0,104180.0,93028.0,11152.0,36,065,2010-12-31
"Onondaga County, New York",467026,467026.0,378885.0,51220.0,3818.0,14454.0,467026.0,202357.0,202357.0,187686.0,14671.0,36,067,2010-12-31
"Ontario County, New York",107931,107931.0,101078.0,2432.0,276.0,1126.0,107931.0,48193.0,48193.0,43019.0,5174.0,36,069,2010-12-31
"Orange County, New York",372813,372813.0,287802.0,37946.0,1748.0,8895.0,372813.0,137025.0,137025.0,125925.0,11100.0,36,071,2010-12-31
"Orleans County, New York",42883,42883.0,38528.0,2523.0,247.0,179.0,42883.0,18431.0,18431.0,16119.0,2312.0,36,073,2010-12-31
"Otsego County, New York",62259,62259.0,58935.0,1066.0,121.0,674.0,62259.0,30777.0,30777.0,24620.0,6157.0,36,077,2010-12-31
"Oswego County, New York",122109,122109.0,117632.0,972.0,520.0,723.0,122109.0,53598.0,53598.0,46400.0,7198.0,36,075,2010-12-31
"Saratoga County, New York",219607,219607.0,207181.0,3269.0,388.0,3919.0,219607.0,98656.0,98656.0,88296.0,10360.0,36,091,2010-12-31
"Queens County, New York",2230722,2230722.0,886053.0,426683.0,15364.0,511787.0,2230722.0,835127.0,835127.0,780117.0,55010.0,36,081,2010-12-31
"Rensselaer County, New York",159429,159429.0,139529.0,10338.0,385.0,3517.0,159429.0,71475.0,71475.0,64702.0,6773.0,36,083,2010-12-31
"Richmond County, New York",468730,468730.0,341677.0,49857.0,1695.0,35164.0,468730.0,176656.0,176656.0,165516.0,11140.0,36,085,2010-12-31
"Rockland County, New York",311687,311687.0,228295.0,37058.0,911.0,19293.0,311687.0,104057.0,104057.0,99242.0,4815.0,36,087,2010-12-31
"St. Lawrence County, New York",111944,111944.0,105064.0,2420.0,1135.0,1085.0,111944.0,52133.0,52133.0,41605.0,10528.0,36,089,2010-12-31
"Tioga County, New York",51125,51125.0,49556.0,375.0,86.0,372.0,51125.0,22203.0,22203.0,20350.0,1853.0,36,107,2010-12-31
"Schenectady County, New York",154727,154727.0,123211.0,14710.0,575.0,4960.0,154727.0,68196.0,68196.0,62886.0,5310.0,36,093,2010-12-31
"Schoharie County, New York",32749,32749.0,31402.0,435.0,70.0,217.0,32749.0,17231.0,17231.0,13166.0,4065.0,36,095,2010-12-31
"Schuyler County, New York",18343,18343.0,17803.0,159.0,47.0,53.0,18343.0,9455.0,9455.0,7530.0,1925.0,36,097,2010-12-31
"Seneca County, New York",35251,35251.0,32591.0,1607.0,104.0,244.0,35251.0,16043.0,16043.0,13393.0,2650.0,36,099,2010-12-31
"Steuben County, New York",98990,98990.0,94315.0,1540.0,230.0,1161.0,98990.0,48875.0,48875.0,40344.0,8531.0,36,101,2010-12-31
"Suffolk County, New York",1493350,1493350.0,1206297.0,111224.0,5366.0,50972.0,1493350.0,569985.0,569985.0,499922.0,70063.0,36,103,2010-12-31
"Sullivan County, New York",77547,77547.0,63560.0,7039.0,354.0,1075.0,77547.0,49186.0,49186.0,30139.0,19047.0,36,105,2010-12-31
"Washington County, New York",63216,63216.0,59815.0,1893.0,128.0,266.0,63216.0,28844.0,28844.0,24142.0,4702.0,36,115,2010-12-31
"Tompkins County, New York",101564,101564.0,83941.0,4020.0,360.0,8737.0,101564.0,41674.0,41674.0,38967.0,2707.0,36,109,2010-12-31
"Ulster County, New York",182493,182493.0,158184.0,10982.0,597.0,3106.0,182493.0,83638.0,83638.0,71049.0,12589.0,36,111,2010-12-31
"Warren County, New York",65707,65707.0,63391.0,590.0,144.0,456.0,65707.0,38726.0,38726.0,27990.0,10736.0,36,113,2010-12-31
"Wayne County, New York",93772,93772.0,87148.0,2887.0,258.0,473.0,93772.0,41057.0,41057.0,36585.0,4472.0,36,117,2010-12-31
"Westchester County, New York",949113,949113.0,646471.0,138118.0,3965.0,51716.0,949113.0,370821.0,370821.0,347232.0,23589.0,36,119,2010-12-31
"Wyoming County, New York",42155,42155.0,38602.0,2375.0,126.0,160.0,42155.0,17970.0,17970.0,15501.0,2469.0,36,121,2010-12-31
"Yates County, New York",25348,25348.0,24647.0,203.0,38.0,97.0,25348.0,13491.0,13491.0,9517.0,3974.0,36,123,2010-12-31
"Albany County, New York",304204,304204.0,237873.0,38609.0,654.0,14579.0,304204.0,137739.0,137739.0,126251.0,11488.0,36,001,2010-12-31
"Cattaraugus County, New York",80317,80317.0,74639.0,1024.0,2443.0,528.0,80317.0,41111.0,41111.0,32263.0,8848.0,36,009,2010-12-31
"Cayuga County, New York",80026,80026.0,74042.0,3195.0,283.0,390.0,80026.0,36489.0,36489.0,31445.0,5044.0,36,011,2010-12-31
"Erie County, New York",919040,919040.0,735244.0,123931.0,5908.0,23789.0,919040.0,419974.0,419974.0,383164.0,36810.0,36,029,2010-12-31
"Broome County, New York",200600,200600.0,176444.0,9614.0,396.0,7065.0,200600.0,90563.0,90563.0,82167.0,8396.0,36,007,2010-12-31
"Allegany County, New York",48946,48946.0,47085.0,524.0,113.0,452.0,48946.0,26140.0,26140.0,18208.0,7932.0,36,003,2010-12-31
"Bronx County, New York",1385108,1385108.0,386497.0,505200.0,18260.0,49609.0,1385108.0,511896.0,511896.0,483449.0,28447.0,36,005,2010-12-31
"Chautauqua County, New York",134905,134905.0,124875.0,3197.0,689.0,688.0,134905.0,66920.0,66920.0,54244.0,12676.0,36,013,2010-12-31
"Chemung County, New York",88830,88830.0,78771.0,5828.0,233.0,1057.0,88830.0,38369.0,38369.0,35462.0,2907.0,36,015,2010-12-31
"Chenango County, New York",50477,50477.0,48896.0,345.0,172.0,204.0,50477.0,24710.0,24710.0,20436.0,4274.0,36,017,2010-12-31
"Clinton County, New York",82128,82128.0,75997.0,3209.0,286.0,898.0,82128.0,35888.0,35888.0,31582.0,4306.0,36,019,2010-12-31
"Columbia County, New York",63096,63096.0,57136.0,2855.0,123.0,1002.0,63096.0,32775.0,32775.0,25906.0,6869.0,36,021,2010-12-31
"Cortland County, New York",49336,49336.0,46901.0,760.0,137.0,416.0,49336.0,20577.0,20577.0,18671.0,1906.0,36,023,2010-12-31
"Delaware County, New York",47980,47980.0,45675.0,779.0,131.0,367.0,47980.0,31222.0,31222.0,19898.0,11324.0,36,025,2010-12-31
"Dutchess County, New York",297488,297488.0,238387.0,29518.0,893.0,10437.0,297488.0,118638.0,118638.0,107965.0,10673.0,36,027,2010-12-31
"Essex County, New York",39370,39370.0,37100.0,1073.0,126.0,263.0,39370.0,25603.0,25603.0,16262.0,9341.0,36,031,2010-12-31
"Franklin County, New York",51599,51599.0,43437.0,3127.0,3797.0,219.0,51599.0,25306.0,25306.0,19054.0,6252.0,36,033,2010-12-31
"Fulton County, New York",55531,55531.0,52948.0,1060.0,116.0,321.0,55531.0,28562.0,28562.0,22554.0,6008.0,36,035,2010-12-31
"Anson County, North Carolina",26948,26948.0,12707.0,13090.0,165.0,288.0,26948.0,11576.0,11576.0,9755.0,1821.0,37,007,2010-12-31
"Avery County, North Carolina",17797,17797.0,16364.0,709.0,75.0,56.0,17797.0,13890.0,13890.0,6664.0,7226.0,37,011,2010-12-31
"Alexander County, North Carolina",37198,37198.0,33324.0,2043.0,98.0,360.0,37198.0,16189.0,16189.0,14425.0,1764.0,37,003,2010-12-31
"Bertie County, North Carolina",21282,21282.0,7488.0,13296.0,96.0,103.0,21282.0,9822.0,9822.0,8359.0,1463.0,37,015,2010-12-31
"Beaufort County, North Carolina",47759,47759.0,32551.0,12223.0,208.0,165.0,47759.0,24688.0,24688.0,19941.0,4747.0,37,013,2010-12-31
"Alleghany County, North Carolina",11155,11155.0,10288.0,140.0,27.0,54.0,11155.0,8094.0,8094.0,4778.0,3316.0,37,005,2010-12-31
"Alamance County, North Carolina",151131,151131.0,107420.0,28369.0,1020.0,1837.0,151131.0,66576.0,66576.0,59960.0,6616.0,37,001,2010-12-31
"Ashe County, North Carolina",27281,27281.0,26050.0,161.0,65.0,105.0,27281.0,17342.0,17342.0,11755.0,5587.0,37,009,2010-12-31
"Bladen County, North Carolina",35190,35190.0,19806.0,12268.0,749.0,70.0,35190.0,17718.0,17718.0,14430.0,3288.0,37,017,2010-12-31
"Brunswick County, North Carolina",107431,107431.0,89193.0,12291.0,761.0,579.0,107431.0,77482.0,77482.0,46297.0,31185.0,37,019,2010-12-31
"Buncombe County, North Carolina",238318,238318.0,208192.0,15211.0,948.0,2417.0,238318.0,113365.0,113365.0,100412.0,12953.0,37,021,2010-12-31
"Burke County, North Carolina",90912,90912.0,76716.0,6012.0,325.0,3185.0,90912.0,40879.0,40879.0,35804.0,5075.0,37,023,2010-12-31
"Greene County, North Carolina",21362,21362.0,10850.0,7964.0,154.0,72.0,21362.0,8213.0,8213.0,7313.0,900.0,37,079,2010-12-31
"Franklin County, North Carolina",60619,60619.0,40003.0,16212.0,329.0,288.0,60619.0,26577.0,26577.0,23023.0,3554.0,37,069,2010-12-31
"Gaston County, North Carolina",206086,206086.0,161166.0,31431.0,850.0,2478.0,206086.0,88686.0,88686.0,79867.0,8819.0,37,071,2010-12-31
"Gates County, North Carolina",12197,12197.0,7768.0,4044.0,65.0,17.0,12197.0,5208.0,5208.0,4665.0,543.0,37,073,2010-12-31
"Graham County, North Carolina",8861,8861.0,8004.0,17.0,566.0,29.0,8861.0,5930.0,5930.0,3701.0,2229.0,37,075,2010-12-31
"Granville County, North Carolina",59916,59916.0,36205.0,19652.0,338.0,326.0,59916.0,22827.0,22827.0,20628.0,2199.0,37,077,2010-12-31
"Hertford County, North Carolina",24669,24669.0,8786.0,14933.0,274.0,131.0,24669.0,10635.0,10635.0,9334.0,1301.0,37,091,2010-12-31
"Haywood County, North Carolina",59036,59036.0,56405.0,624.0,303.0,215.0,59036.0,34954.0,34954.0,25563.0,9391.0,37,087,2010-12-31
"Henderson County, North Carolina",106740,106740.0,94914.0,3224.0,449.0,1022.0,106740.0,54710.0,54710.0,45448.0,9262.0,37,089,2010-12-31
"Guilford County, North Carolina",488406,488406.0,278525.0,158899.0,2594.0,19176.0,488406.0,218017.0,218017.0,196628.0,21389.0,37,081,2010-12-31
"Halifax County, North Carolina",54691,54691.0,21890.0,29109.0,2071.0,362.0,54691.0,25781.0,25781.0,21970.0,3811.0,37,083,2010-12-31
"Harnett County, North Carolina",114678,114678.0,78300.0,23973.0,1392.0,1029.0,114678.0,46731.0,46731.0,41594.0,5137.0,37,085,2010-12-31
"Lenoir County, North Carolina",59495,59495.0,31758.0,24121.0,222.0,262.0,59495.0,27437.0,27437.0,24327.0,3110.0,37,107,2010-12-31
"Hoke County, North Carolina",46952,46952.0,21272.0,15716.0,4512.0,484.0,46952.0,18211.0,18211.0,16532.0,1679.0,37,093,2010-12-31
"Hyde County, North Carolina",5810,5810.0,3718.0,1836.0,28.0,16.0,5810.0,3347.0,3347.0,2119.0,1228.0,37,095,2010-12-31
"Iredell County, North Carolina",159437,159437.0,128646.0,19047.0,547.0,2922.0,159437.0,69013.0,69013.0,61215.0,7798.0,37,097,2010-12-31
"Jackson County, North Carolina",40271,40271.0,33489.0,745.0,3804.0,348.0,40271.0,25948.0,25948.0,16446.0,9502.0,37,099,2010-12-31
"Johnston County, North Carolina",168878,168878.0,125349.0,25546.0,939.0,1021.0,168878.0,67682.0,67682.0,61909.0,5773.0,37,101,2010-12-31
"Jones County, North Carolina",10153,10153.0,6395.0,3289.0,57.0,32.0,10153.0,4838.0,4838.0,4167.0,671.0,37,103,2010-12-31
"Lee County, North Carolina",57866,57866.0,38688.0,11565.0,407.0,489.0,57866.0,24136.0,24136.0,22058.0,2078.0,37,105,2010-12-31
"New Hanover County, North Carolina",202667,202667.0,160298.0,29907.0,1005.0,2410.0,202667.0,101436.0,101436.0,86046.0,15390.0,37,129,2010-12-31
"Lincoln County, North Carolina",78265,78265.0,69940.0,4340.0,250.0,421.0,78265.0,33641.0,33641.0,30343.0,3298.0,37,109,2010-12-31
"Macon County, North Carolina",33922,33922.0,31811.0,447.0,165.0,208.0,33922.0,25245.0,25245.0,14591.0,10654.0,37,113,2010-12-31
"Madison County, North Carolina",20764,20764.0,20035.0,240.0,48.0,70.0,20764.0,10608.0,10608.0,8494.0,2114.0,37,115,2010-12-31
"Martin County, North Carolina",24505,24505.0,13019.0,10651.0,73.0,71.0,24505.0,11704.0,11704.0,10318.0,1386.0,37,117,2010-12-31
"Mecklenburg County, North Carolina",919628,919628.0,508946.0,282804.0,4261.0,42352.0,919628.0,398510.0,398510.0,362213.0,36297.0,37,119,2010-12-31
"Montgomery County, North Carolina",27798,27798.0,19162.0,5231.0,120.0,441.0,27798.0,15914.0,15914.0,10544.0,5370.0,37,123,2010-12-31
"Mitchell County, North Carolina",15579,15579.0,14844.0,58.0,65.0,50.0,15579.0,8713.0,8713.0,6685.0,2028.0,37,121,2010-12-31
"Moore County, North Carolina",88247,88247.0,70913.0,11839.0,732.0,754.0,88247.0,43940.0,43940.0,37540.0,6400.0,37,125,2010-12-31
"Nash County, North Carolina",95840,95840.0,53531.0,35650.0,657.0,747.0,95840.0,42286.0,42286.0,37782.0,4504.0,37,127,2010-12-31
"McDowell County, North Carolina",44996,44996.0,40754.0,1708.0,189.0,351.0,44996.0,20808.0,20808.0,17838.0,2970.0,37,111,2010-12-31
"Northampton County, North Carolina",22099,22099.0,8668.0,12895.0,101.0,39.0,22099.0,11674.0,11674.0,9193.0,2481.0,37,131,2010-12-31
"Onslow County, North Carolina",177772,177772.0,131590.0,27672.0,1238.0,3355.0,177772.0,68226.0,68226.0,60092.0,8134.0,37,133,2010-12-31
"Orange County, North Carolina",133801,133801.0,99495.0,15928.0,570.0,9023.0,133801.0,55597.0,55597.0,51457.0,4140.0,37,135,2010-12-31
"Pender County, North Carolina",52217,52217.0,39756.0,9269.0,291.0,207.0,52217.0,26724.0,26724.0,20333.0,6391.0,37,141,2010-12-31
"Pamlico County, North Carolina",13144,13144.0,10032.0,2632.0,77.0,50.0,13144.0,7534.0,7534.0,5490.0,2044.0,37,137,2010-12-31
"Pasquotank County, North Carolina",40661,40661.0,23059.0,15355.0,141.0,454.0,40661.0,16833.0,16833.0,14956.0,1877.0,37,139,2010-12-31
"Richmond County, North Carolina",46639,46639.0,28072.0,14269.0,1173.0,431.0,46639.0,20738.0,20738.0,18430.0,2308.0,37,153,2010-12-31
"Perquimans County, North Carolina",13453,13453.0,9694.0,3347.0,41.0,38.0,13453.0,6986.0,6986.0,5598.0,1388.0,37,143,2010-12-31
"Person County, North Carolina",39464,39464.0,26968.0,10646.0,266.0,116.0,39464.0,18193.0,18193.0,15826.0,2367.0,37,145,2010-12-31
"Pitt County, North Carolina",168148,168148.0,99075.0,57257.0,582.0,2613.0,168148.0,74990.0,74990.0,67577.0,7413.0,37,147,2010-12-31
"Polk County, North Carolina",20510,20510.0,18633.0,918.0,72.0,68.0,20510.0,11432.0,11432.0,8989.0,2443.0,37,149,2010-12-31
"Randolph County, North Carolina",141752,141752.0,121169.0,8176.0,952.0,1431.0,141752.0,61041.0,61041.0,55373.0,5668.0,37,151,2010-12-31
"Stokes County, North Carolina",47401,47401.0,44021.0,1916.0,156.0,125.0,47401.0,21924.0,21924.0,19416.0,2508.0,37,169,2010-12-31
"Rutherford County, North Carolina",67810,67810.0,58221.0,6854.0,171.0,296.0,67810.0,33878.0,33878.0,27466.0,6412.0,37,161,2010-12-31
"Rowan County, North Carolina",138428,138428.0,105923.0,22392.0,468.0,1386.0,138428.0,60211.0,60211.0,53140.0,7071.0,37,159,2010-12-31
"Sampson County, North Carolina",63431,63431.0,35985.0,17128.0,1297.0,242.0,63431.0,27234.0,27234.0,24005.0,3229.0,37,163,2010-12-31
"Robeson County, North Carolina",134168,134168.0,38877.0,32637.0,51502.0,993.0,134168.0,52751.0,52751.0,47997.0,4754.0,37,155,2010-12-31
"Rockingham County, North Carolina",93643,93643.0,70875.0,17655.0,345.0,430.0,93643.0,43696.0,43696.0,38693.0,5003.0,37,157,2010-12-31
"Scotland County, North Carolina",36157,36157.0,16822.0,13943.0,3934.0,276.0,36157.0,15193.0,15193.0,13614.0,1579.0,37,165,2010-12-31
"Stanly County, North Carolina",60585,60585.0,50623.0,6630.0,197.0,1118.0,60585.0,27110.0,27110.0,23589.0,3521.0,37,167,2010-12-31
"Vance County, North Carolina",45422,45422.0,20058.0,22645.0,147.0,202.0,45422.0,20082.0,20082.0,17395.0,2687.0,37,181,2010-12-31
"Surry County, North Carolina",73673,73673.0,64926.0,2749.0,219.0,347.0,73673.0,33667.0,33667.0,29914.0,3753.0,37,171,2010-12-31
"Swain County, North Carolina",13981,13981.0,9315.0,76.0,3775.0,67.0,13981.0,8723.0,8723.0,5672.0,3051.0,37,173,2010-12-31
"Transylvania County, North Carolina",33090,33090.0,30577.0,1292.0,95.0,144.0,33090.0,19163.0,19163.0,14394.0,4769.0,37,175,2010-12-31
"Tyrrell County, North Carolina",4407,4407.0,2403.0,1683.0,17.0,80.0,4407.0,2068.0,2068.0,1595.0,473.0,37,177,2010-12-31
"Union County, North Carolina",201292,201292.0,158954.0,23558.0,815.0,3271.0,201292.0,72870.0,72870.0,67864.0,5006.0,37,179,2010-12-31
"Wilson County, North Carolina",81234,81234.0,42222.0,31686.0,238.0,668.0,81234.0,35511.0,35511.0,31962.0,3549.0,37,195,2010-12-31
"Wake County, North Carolina",900993,900993.0,597546.0,186510.0,4503.0,48553.0,900993.0,371836.0,371836.0,345645.0,26191.0,37,183,2010-12-31
"Warren County, North Carolina",20972,20972.0,8128.0,10970.0,1050.0,51.0,20972.0,11806.0,11806.0,8321.0,3485.0,37,185,2010-12-31
"Washington County, North Carolina",13228,13228.0,6084.0,6587.0,24.0,38.0,13228.0,6491.0,6491.0,5526.0,965.0,37,187,2010-12-31
"Watauga County, North Carolina",51079,51079.0,48272.0,877.0,129.0,475.0,51079.0,32137.0,32137.0,20403.0,11734.0,37,189,2010-12-31
"Wayne County, North Carolina",122623,122623.0,72135.0,38499.0,481.0,1431.0,122623.0,52949.0,52949.0,47831.0,5118.0,37,191,2010-12-31
"Yadkin County, North Carolina",38406,38406.0,34007.0,1192.0,79.0,78.0,38406.0,17341.0,17341.0,15486.0,1855.0,37,197,2010-12-31
"Wilkes County, North Carolina",69340,69340.0,62824.0,2830.0,133.0,296.0,69340.0,33065.0,33065.0,28360.0,4705.0,37,193,2010-12-31
"Yancey County, North Carolina",17818,17818.0,16967.0,145.0,79.0,34.0,17818.0,11032.0,11032.0,7644.0,3388.0,37,199,2010-12-31
"Cherokee County, North Carolina",27444,27444.0,25700.0,350.0,363.0,132.0,27444.0,17515.0,17515.0,11753.0,5762.0,37,039,2010-12-31
"Cabarrus County, North Carolina",178011,178011.0,134149.0,27219.0,659.0,3513.0,178011.0,71937.0,71937.0,65666.0,6271.0,37,025,2010-12-31
