NAME_Geographic Area Name,P001001_Total Population,P003001_Total Race Population,P003002_White Alone,P003003_Black or African American Alone,P003004_American Indian and Alaska Native Alone,P003005_Asian Alone,P012001_Total Population by Sex by Age,H001001_Total Housing Units,H003001_Total Occupied Housing Units,H003002_Occupied Housing Units,H003003_Vacant Housing Units,state,county,year
"Caldwell County, North Carolina",83029,83029.0,74925.0,4086.0,257.0,428.0,83029.0,37659.0,37659.0,33388.0,4271.0,37,027,2010-12-31
"Camden County, North Carolina",9980,9980.0,8193.0,1316.0,33.0,146.0,9980.0,4104.0,4104.0,3675.0,429.0,37,029,2010-12-31
"Carteret County, North Carolina",66469,66469.0,59346.0,4041.0,316.0,580.0,66469.0,48179.0,48179.0,28870.0,19309.0,37,031,2010-12-31
"Caswell County, North Carolina",23719,23719.0,14819.0,8020.0,85.0,60.0,23719.0,10619.0,10619.0,9190.0,1429.0,37,033,2010-12-31
"Catawba County, North Carolina",154358,154358.0,126151.0,13041.0,489.0,5352.0,154358.0,67886.0,67886.0,60887.0,6999.0,37,035,2010-12-31
"Chatham County, North Carolina",63505,63505.0,48237.0,8392.0,344.0,703.0,63505.0,28753.0,28753.0,25845.0,2908.0,37,037,2010-12-31
"Craven County, North Carolina",103505,103505.0,72441.0,23193.0,504.0,2099.0,103505.0,45002.0,45002.0,40299.0,4703.0,37,049,2010-12-31
"Chowan County, North Carolina",14793,14793.0,9174.0,5070.0,43.0,52.0,14793.0,7289.0,7289.0,6059.0,1230.0,37,041,2010-12-31
"Clay County, North Carolina",10587,10587.0,10231.0,64.0,32.0,24.0,10587.0,7140.0,7140.0,4660.0,2480.0,37,043,2010-12-31
"Cleveland County, North Carolina",98078,98078.0,74123.0,20332.0,232.0,756.0,98078.0,43373.0,43373.0,38555.0,4818.0,37,045,2010-12-31
"Cumberland County, North Carolina",319431,319431.0,164064.0,117117.0,5140.0,7090.0,319431.0,135524.0,135524.0,122431.0,13093.0,37,051,2010-12-31
"Columbus County, North Carolina",58098,58098.0,35735.0,17713.0,1845.0,154.0,58098.0,26042.0,26042.0,22489.0,3553.0,37,047,2010-12-31
"Forsyth County, North Carolina",350670,350670.0,218517.0,91227.0,1457.0,6495.0,350670.0,156872.0,156872.0,141163.0,15709.0,37,067,2010-12-31
"Currituck County, North Carolina",23547,23547.0,21268.0,1361.0,107.0,148.0,23547.0,14453.0,14453.0,8880.0,5573.0,37,053,2010-12-31
"Dare County, North Carolina",33920,33920.0,31313.0,834.0,125.0,212.0,33920.0,33492.0,33492.0,14335.0,19157.0,37,055,2010-12-31
"Davidson County, North Carolina",162878,162878.0,137359.0,14421.0,794.0,1994.0,162878.0,72655.0,72655.0,64515.0,8140.0,37,057,2010-12-31
"Davie County, North Carolina",41240,41240.0,36100.0,2593.0,149.0,239.0,41240.0,18238.0,18238.0,16245.0,1993.0,37,059,2010-12-31
"Duplin County, North Carolina",58505,58505.0,33449.0,14773.0,267.0,155.0,58505.0,25728.0,25728.0,22495.0,3233.0,37,061,2010-12-31
"Durham County, North Carolina",267587,267587.0,124274.0,101577.0,1339.0,12278.0,267587.0,120217.0,120217.0,109348.0,10869.0,37,063,2010-12-31
"Edgecombe County, North Carolina",56552,56552.0,21923.0,32435.0,169.0,113.0,56552.0,24838.0,24838.0,21680.0,3158.0,37,065,2010-12-31
"Benson County, North Dakota",6660,6660.0,2889.0,1.0,3663.0,3.0,6660.0,2950.0,2950.0,2233.0,717.0,38,005,2010-12-31
"Bottineau County, North Dakota",6429,6429.0,6112.0,25.0,136.0,16.0,6429.0,4341.0,4341.0,2832.0,1509.0,38,009,2010-12-31
"Billings County, North Dakota",783,783.0,772.0,2.0,3.0,4.0,783.0,484.0,484.0,358.0,126.0,38,007,2010-12-31
"Burleigh County, North Dakota",81308,81308.0,75634.0,483.0,3393.0,392.0,81308.0,35754.0,35754.0,33976.0,1778.0,38,015,2010-12-31
"Cass County, North Dakota",149778,149778.0,137308.0,3428.0,1827.0,3532.0,149778.0,67938.0,67938.0,63899.0,4039.0,38,017,2010-12-31
"Foster County, North Dakota",3343,3343.0,3291.0,3.0,20.0,3.0,3343.0,1801.0,1801.0,1495.0,306.0,38,031,2010-12-31
"Dickey County, North Dakota",5289,5289.0,5104.0,37.0,31.0,22.0,5289.0,2636.0,2636.0,2180.0,456.0,38,021,2010-12-31
"Divide County, North Dakota",2071,2071.0,2030.0,5.0,11.0,7.0,2071.0,1324.0,1324.0,977.0,347.0,38,023,2010-12-31
"Dunn County, North Dakota",3536,3536.0,3003.0,8.0,449.0,10.0,3536.0,2132.0,2132.0,1401.0,731.0,38,025,2010-12-31
"Eddy County, North Dakota",2385,2385.0,2270.0,4.0,58.0,6.0,2385.0,1323.0,1323.0,1057.0,266.0,38,027,2010-12-31
"Emmons County, North Dakota",3550,3550.0,3495.0,2.0,14.0,6.0,3550.0,2085.0,2085.0,1594.0,491.0,38,029,2010-12-31
"Golden Valley County, North Dakota",1680,1680.0,1637.0,10.0,10.0,1.0,1680.0,967.0,967.0,774.0,193.0,38,033,2010-12-31
"Grand Forks County, North Dakota",66861,66861.0,60358.0,1361.0,1657.0,1292.0,66861.0,29344.0,29344.0,27417.0,1927.0,38,035,2010-12-31
"Grant County, North Dakota",2394,2394.0,2328.0,1.0,27.0,3.0,2394.0,1690.0,1690.0,1128.0,562.0,38,037,2010-12-31
"Griggs County, North Dakota",2420,2420.0,2392.0,7.0,8.0,4.0,2420.0,1461.0,1461.0,1131.0,330.0,38,039,2010-12-31
"Hettinger County, North Dakota",2477,2477.0,2382.0,6.0,52.0,1.0,2477.0,1414.0,1414.0,1056.0,358.0,38,041,2010-12-31
"Logan County, North Dakota",1990,1990.0,1959.0,2.0,9.0,5.0,1990.0,1144.0,1144.0,843.0,301.0,38,047,2010-12-31
"McIntosh County, North Dakota",2809,2809.0,2755.0,6.0,12.0,11.0,2809.0,1858.0,1858.0,1307.0,551.0,38,051,2010-12-31
"McKenzie County, North Dakota",6360,6360.0,4792.0,8.0,1412.0,19.0,6360.0,3090.0,3090.0,2410.0,680.0,38,053,2010-12-31
"McHenry County, North Dakota",5395,5395.0,5275.0,8.0,30.0,16.0,5395.0,2948.0,2948.0,2377.0,571.0,38,049,2010-12-31
"Kidder County, North Dakota",2435,2435.0,2344.0,6.0,6.0,22.0,2435.0,1674.0,1674.0,1059.0,615.0,38,043,2010-12-31
"Bowman County, North Dakota",3151,3151.0,3085.0,3.0,18.0,2.0,3151.0,1683.0,1683.0,1385.0,298.0,38,011,2010-12-31
"Cavalier County, North Dakota",3993,3993.0,3902.0,4.0,37.0,9.0,3993.0,2309.0,2309.0,1818.0,491.0,38,019,2010-12-31
"Adams County, North Dakota",2343,2343.0,2279.0,8.0,16.0,9.0,2343.0,1377.0,1377.0,1098.0,279.0,38,001,2010-12-31
"Barnes County, North Dakota",11066,11066.0,10668.0,86.0,72.0,58.0,11066.0,5704.0,5704.0,4826.0,878.0,38,003,2010-12-31
"Burke County, North Dakota",1968,1968.0,1924.0,4.0,15.0,14.0,1968.0,1340.0,1340.0,913.0,427.0,38,013,2010-12-31
"LaMoure County, North Dakota",4139,4139.0,4077.0,6.0,16.0,6.0,4139.0,2238.0,2238.0,1825.0,413.0,38,045,2010-12-31
"Oliver County, North Dakota",1846,1846.0,1796.0,3.0,28.0,4.0,1846.0,905.0,905.0,756.0,149.0,38,065,2010-12-31
"McLean County, North Dakota",8962,8962.0,8158.0,8.0,625.0,12.0,8962.0,5590.0,5590.0,3897.0,1693.0,38,055,2010-12-31
"Mercer County, North Dakota",8424,8424.0,8052.0,17.0,196.0,27.0,8424.0,4450.0,4450.0,3625.0,825.0,38,057,2010-12-31
"Morton County, North Dakota",27471,27471.0,25725.0,120.0,1000.0,54.0,27471.0,12079.0,12079.0,11289.0,790.0,38,059,2010-12-31
"Mountrail County, North Dakota",7673,7673.0,5035.0,16.0,2348.0,15.0,7673.0,4119.0,4119.0,2793.0,1326.0,38,061,2010-12-31
"Nelson County, North Dakota",3126,3126.0,3037.0,8.0,30.0,3.0,3126.0,1927.0,1927.0,1474.0,453.0,38,063,2010-12-31
"Sargent County, North Dakota",3829,3829.0,3753.0,2.0,20.0,9.0,3829.0,2004.0,2004.0,1675.0,329.0,38,081,2010-12-31
"Pembina County, North Dakota",7413,7413.0,7077.0,21.0,144.0,11.0,7413.0,3859.0,3859.0,3257.0,602.0,38,067,2010-12-31
"Pierce County, North Dakota",4357,4357.0,4100.0,20.0,170.0,3.0,4357.0,2199.0,2199.0,1835.0,364.0,38,069,2010-12-31
"Ramsey County, North Dakota",11451,11451.0,10044.0,41.0,994.0,45.0,11451.0,5615.0,5615.0,4955.0,660.0,38,071,2010-12-31
"Ransom County, North Dakota",5457,5457.0,5338.0,19.0,23.0,20.0,5457.0,2656.0,2656.0,2310.0,346.0,38,073,2010-12-31
"Renville County, North Dakota",2470,2470.0,2419.0,2.0,10.0,5.0,2470.0,1386.0,1386.0,1061.0,325.0,38,075,2010-12-31
"Richland County, North Dakota",16321,16321.0,15507.0,110.0,330.0,88.0,16321.0,7503.0,7503.0,6651.0,852.0,38,077,2010-12-31
"Rolette County, North Dakota",13937,13937.0,2825.0,21.0,10763.0,16.0,13937.0,5372.0,5372.0,4783.0,589.0,38,079,2010-12-31
"Stutsman County, North Dakota",21100,21100.0,20163.0,140.0,300.0,100.0,21100.0,9862.0,9862.0,8931.0,931.0,38,093,2010-12-31
"Sheridan County, North Dakota",1321,1321.0,1278.0,4.0,14.0,2.0,1321.0,894.0,894.0,645.0,249.0,38,083,2010-12-31
"Sioux County, North Dakota",4153,4153.0,525.0,7.0,3492.0,4.0,4153.0,1311.0,1311.0,1158.0,153.0,38,085,2010-12-31
"Slope County, North Dakota",727,727.0,709.0,0.0,16.0,0.0,727.0,436.0,436.0,326.0,110.0,38,087,2010-12-31
"Stark County, North Dakota",24199,24199.0,23026.0,197.0,240.0,292.0,24199.0,10735.0,10735.0,10085.0,650.0,38,089,2010-12-31
"Steele County, North Dakota",1975,1975.0,1927.0,3.0,23.0,2.0,1975.0,1171.0,1171.0,864.0,307.0,38,091,2010-12-31
"Williams County, North Dakota",22398,22398.0,20639.0,63.0,899.0,79.0,22398.0,10464.0,10464.0,9293.0,1171.0,38,105,2010-12-31
"Ward County, North Dakota",61675,61675.0,55718.0,1542.0,1630.0,583.0,61675.0,26744.0,26744.0,25029.0,1715.0,38,101,2010-12-31
"Wells County, North Dakota",4207,4207.0,4160.0,3.0,13.0,4.0,4207.0,2481.0,2481.0,1943.0,538.0,38,103,2010-12-31
"Towner County, North Dakota",2246,2246.0,2173.0,2.0,49.0,1.0,2246.0,1449.0,1449.0,1048.0,401.0,38,095,2010-12-31
"Traill County, North Dakota",8121,8121.0,7809.0,42.0,64.0,21.0,8121.0,3780.0,3780.0,3394.0,386.0,38,097,2010-12-31
"Walsh County, North Dakota",11119,11119.0,10391.0,25.0,168.0,36.0,11119.0,5498.0,5498.0,4746.0,752.0,38,099,2010-12-31
"Jefferson County, Ohio",69709,69709.0,64077.0,3879.0,96.0,288.0,69709.0,32826.0,32826.0,29109.0,3717.0,39,081,2010-12-31
"Mahoning County, Ohio",238823,238823.0,190848.0,37433.0,491.0,1682.0,238823.0,111833.0,111833.0,98712.0,13121.0,39,099,2010-12-31
"Lake County, Ohio",230041,230041.0,212713.0,7306.0,273.0,2611.0,230041.0,101202.0,101202.0,94156.0,7046.0,39,085,2010-12-31
"Lawrence County, Ohio",62450,62450.0,59864.0,1278.0,121.0,241.0,62450.0,27603.0,27603.0,24974.0,2629.0,39,087,2010-12-31
"Licking County, Ohio",166492,166492.0,155190.0,5701.0,462.0,1237.0,166492.0,69291.0,69291.0,63989.0,5302.0,39,089,2010-12-31
"Madison County, Ohio",43435,43435.0,39364.0,2862.0,105.0,232.0,43435.0,15939.0,15939.0,14734.0,1205.0,39,097,2010-12-31
"Lucas County, Ohio",441815,441815.0,326868.0,83926.0,1349.0,6764.0,441815.0,202630.0,202630.0,180267.0,22363.0,39,095,2010-12-31
"Logan County, Ohio",45858,45858.0,43722.0,742.0,115.0,242.0,45858.0,23181.0,23181.0,18111.0,5070.0,39,091,2010-12-31
"Lorain County, Ohio",301356,301356.0,255410.0,25799.0,883.0,2811.0,301356.0,127036.0,127036.0,116274.0,10762.0,39,093,2010-12-31
"Monroe County, Ohio",14642,14642.0,14358.0,61.0,17.0,16.0,14642.0,7567.0,7567.0,6065.0,1502.0,39,111,2010-12-31
"Marion County, Ohio",66501,66501.0,60565.0,3807.0,113.0,335.0,66501.0,27834.0,27834.0,24691.0,3143.0,39,101,2010-12-31
"Medina County, Ohio",172332,172332.0,165642.0,2027.0,247.0,1660.0,172332.0,69181.0,69181.0,65143.0,4038.0,39,103,2010-12-31
"Meigs County, Ohio",23770,23770.0,23150.0,206.0,54.0,51.0,23770.0,11191.0,11191.0,9557.0,1634.0,39,105,2010-12-31
"Mercer County, Ohio",40814,40814.0,39761.0,101.0,101.0,181.0,40814.0,17633.0,17633.0,15532.0,2101.0,39,107,2010-12-31
"Miami County, Ohio",102506,102506.0,96722.0,2084.0,189.0,1218.0,102506.0,44256.0,44256.0,40917.0,3339.0,39,109,2010-12-31
"Perry County, Ohio",36058,36058.0,35290.0,93.0,87.0,37.0,36058.0,15211.0,15211.0,13576.0,1635.0,39,127,2010-12-31
"Montgomery County, Ohio",535153,535153.0,395272.0,111870.0,1242.0,9273.0,535153.0,254775.0,254775.0,223943.0,30832.0,39,113,2010-12-31
"Morgan County, Ohio",15054,15054.0,14030.0,432.0,52.0,17.0,15054.0,7892.0,7892.0,6034.0,1858.0,39,115,2010-12-31
"Morrow County, Ohio",34827,34827.0,34025.0,121.0,45.0,88.0,34827.0,14155.0,14155.0,12855.0,1300.0,39,117,2010-12-31
"Muskingum County, Ohio",86074,86074.0,80020.0,3256.0,187.0,287.0,86074.0,38074.0,38074.0,34271.0,3803.0,39,119,2010-12-31
"Noble County, Ohio",14645,14645.0,14072.0,368.0,42.0,20.0,14645.0,6053.0,6053.0,4852.0,1201.0,39,121,2010-12-31
"Ottawa County, Ohio",41428,41428.0,39968.0,324.0,67.0,116.0,41428.0,27909.0,27909.0,17503.0,10406.0,39,123,2010-12-31
"Paulding County, Ohio",19614,19614.0,18767.0,173.0,65.0,38.0,19614.0,8749.0,8749.0,7769.0,980.0,39,125,2010-12-31
"Richland County, Ohio",124475,124475.0,108870.0,11709.0,240.0,808.0,124475.0,54599.0,54599.0,48921.0,5678.0,39,139,2010-12-31
"Pickaway County, Ohio",55698,55698.0,52655.0,1881.0,108.0,212.0,55698.0,21275.0,21275.0,19624.0,1651.0,39,129,2010-12-31
"Pike County, Ohio",28709,28709.0,27729.0,258.0,150.0,55.0,28709.0,12481.0,12481.0,11012.0,1469.0,39,131,2010-12-31
"Portage County, Ohio",161419,161419.0,148936.0,6687.0,296.0,2305.0,161419.0,67472.0,67472.0,62222.0,5250.0,39,133,2010-12-31
"Preble County, Ohio",42270,42270.0,41242.0,180.0,92.0,170.0,42270.0,17888.0,17888.0,16341.0,1547.0,39,135,2010-12-31
"Putnam County, Ohio",34499,34499.0,33012.0,94.0,74.0,81.0,34499.0,13731.0,13731.0,12872.0,859.0,39,137,2010-12-31
"Stark County, Ohio",375586,375586.0,333191.0,28537.0,961.0,2764.0,375586.0,165215.0,165215.0,151089.0,14126.0,39,151,2010-12-31
"Ross County, Ohio",78064,78064.0,70835.0,4840.0,232.0,300.0,78064.0,32148.0,32148.0,28919.0,3229.0,39,141,2010-12-31
"Sandusky County, Ohio",60944,60944.0,55579.0,1712.0,132.0,189.0,60944.0,26390.0,26390.0,24182.0,2208.0,39,143,2010-12-31
"Scioto County, Ohio",79499,79499.0,75045.0,2129.0,434.0,250.0,79499.0,34142.0,34142.0,30870.0,3272.0,39,145,2010-12-31
"Seneca County, Ohio",56745,56745.0,53183.0,1305.0,109.0,324.0,56745.0,24122.0,24122.0,21774.0,2348.0,39,147,2010-12-31
"Shelby County, Ohio",49423,49423.0,46793.0,935.0,78.0,423.0,49423.0,20173.0,20173.0,18467.0,1706.0,39,149,2010-12-31
"Summit County, Ohio",541781,541781.0,436487.0,78120.0,1015.0,11885.0,541781.0,245109.0,245109.0,222781.0,22328.0,39,153,2010-12-31
"Trumbull County, Ohio",210312,210312.0,187113.0,17417.0,360.0,984.0,210312.0,96163.0,96163.0,86011.0,10152.0,39,155,2010-12-31
"Van Wert County, Ohio",28744,28744.0,27762.0,250.0,42.0,66.0,28744.0,12615.0,12615.0,11439.0,1176.0,39,161,2010-12-31
"Tuscarawas County, Ohio",92582,92582.0,89393.0,719.0,232.0,289.0,92582.0,40206.0,40206.0,36965.0,3241.0,39,157,2010-12-31
"Union County, Ohio",52300,52300.0,48587.0,1231.0,119.0,1428.0,52300.0,19429.0,19429.0,18065.0,1364.0,39,159,2010-12-31
"Vinton County, Ohio",13435,13435.0,13157.0,39.0,50.0,23.0,13435.0,6291.0,6291.0,5260.0,1031.0,39,163,2010-12-31
"Warren County, Ohio",212693,212693.0,192431.0,6940.0,341.0,8284.0,212693.0,80750.0,80750.0,76424.0,4326.0,39,165,2010-12-31
"Belmont County, Ohio",70400,70400.0,66206.0,2834.0,88.0,259.0,70400.0,32452.0,32452.0,28679.0,3773.0,39,013,2010-12-31
"Allen County, Ohio",106331,106331.0,89089.0,12639.0,207.0,740.0,106331.0,44999.0,44999.0,40619.0,4380.0,39,003,2010-12-31
"Adams County, Ohio",28550,28550.0,27882.0,87.0,108.0,33.0,28550.0,12978.0,12978.0,11147.0,1831.0,39,001,2010-12-31
"Ashtabula County, Ohio",101497,101497.0,94041.0,3586.0,241.0,375.0,101497.0,46099.0,46099.0,39363.0,6736.0,39,007,2010-12-31
"Ashland County, Ohio",53139,53139.0,51692.0,398.0,89.0,275.0,53139.0,22141.0,22141.0,20196.0,1945.0,39,005,2010-12-31
"Athens County, Ohio",64757,64757.0,59448.0,1774.0,162.0,1747.0,64757.0,26385.0,26385.0,23578.0,2807.0,39,009,2010-12-31
"Brown County, Ohio",44846,44846.0,43736.0,384.0,75.0,108.0,44846.0,19301.0,19301.0,17014.0,2287.0,39,015,2010-12-31
"Auglaize County, Ohio",45949,45949.0,44959.0,132.0,84.0,172.0,45949.0,19585.0,19585.0,17972.0,1613.0,39,011,2010-12-31
"Butler County, Ohio",368130,368130.0,316667.0,26972.0,770.0,8811.0,368130.0,148273.0,148273.0,135960.0,12313.0,39,017,2010-12-31
"Carroll County, Ohio",28836,28836.0,28202.0,139.0,77.0,57.0,28836.0,13698.0,13698.0,11385.0,2313.0,39,019,2010-12-31
"Champaign County, Ohio",40097,40097.0,37986.0,892.0,143.0,153.0,40097.0,16755.0,16755.0,15329.0,1426.0,39,021,2010-12-31
"Darke County, Ohio",52959,52959.0,51783.0,238.0,81.0,162.0,52959.0,22730.0,22730.0,20929.0,1801.0,39,037,2010-12-31
"Clark County, Ohio",138333,138333.0,119440.0,12128.0,351.0,858.0,138333.0,61419.0,61419.0,55244.0,6175.0,39,023,2010-12-31
"Clermont County, Ohio",197363,197363.0,189250.0,2284.0,403.0,1920.0,197363.0,80656.0,80656.0,74828.0,5828.0,39,025,2010-12-31
"Clinton County, Ohio",42040,42040.0,39805.0,932.0,96.0,213.0,42040.0,18133.0,18133.0,16210.0,1923.0,39,027,2010-12-31
"Columbiana County, Ohio",107841,107841.0,102959.0,2405.0,202.0,322.0,107841.0,47088.0,47088.0,42683.0,4405.0,39,029,2010-12-31
"Coshocton County, Ohio",36901,36901.0,35810.0,395.0,81.0,103.0,36901.0,16545.0,16545.0,14658.0,1887.0,39,031,2010-12-31
"Crawford County, Ohio",43784,43784.0,42556.0,378.0,60.0,156.0,43784.0,20167.0,20167.0,18099.0,2068.0,39,033,2010-12-31
"Cuyahoga County, Ohio",1280122,1280122.0,814103.0,380198.0,2578.0,32883.0,1280122.0,621763.0,621763.0,545056.0,76707.0,39,035,2010-12-31
"Franklin County, Ohio",1163414,1163414.0,805617.0,247225.0,2852.0,44996.0,1163414.0,527186.0,527186.0,477235.0,49951.0,39,049,2010-12-31
"Defiance County, Ohio",39037,39037.0,36208.0,725.0,98.0,119.0,39037.0,16729.0,16729.0,15268.0,1461.0,39,039,2010-12-31
"Delaware County, Ohio",174214,174214.0,156328.0,5837.0,252.0,7436.0,174214.0,66378.0,66378.0,62760.0,3618.0,39,041,2010-12-31
"Erie County, Ohio",77079,77079.0,67066.0,6644.0,232.0,463.0,77079.0,37845.0,37845.0,31860.0,5985.0,39,043,2010-12-31
"Fayette County, Ohio",29030,29030.0,27471.0,586.0,67.0,157.0,29030.0,12693.0,12693.0,11436.0,1257.0,39,047,2010-12-31
"Fairfield County, Ohio",146156,146156.0,131830.0,8702.0,309.0,1645.0,146156.0,58687.0,58687.0,54310.0,4377.0,39,045,2010-12-31
"Fulton County, Ohio",42698,42698.0,40538.0,183.0,124.0,183.0,42698.0,17407.0,17407.0,16188.0,1219.0,39,051,2010-12-31
"Gallia County, Ohio",30934,30934.0,29308.0,812.0,118.0,140.0,30934.0,13925.0,13925.0,12062.0,1863.0,39,053,2010-12-31
"Geauga County, Ohio",93389,93389.0,90514.0,1198.0,75.0,557.0,93389.0,36574.0,36574.0,34264.0,2310.0,39,055,2010-12-31
"Knox County, Ohio",60921,60921.0,58933.0,496.0,123.0,350.0,60921.0,25118.0,25118.0,22607.0,2511.0,39,083,2010-12-31
"Greene County, Ohio",161573,161573.0,139670.0,11681.0,428.0,4703.0,161573.0,68241.0,68241.0,62770.0,5471.0,39,057,2010-12-31
"Guernsey County, Ohio",40087,40087.0,38486.0,590.0,100.0,110.0,40087.0,19193.0,19193.0,16210.0,2983.0,39,059,2010-12-31
"Hamilton County, Ohio",802374,802374.0,552330.0,205952.0,1617.0,16182.0,802374.0,377364.0,377364.0,333945.0,43419.0,39,061,2010-12-31
"Hancock County, Ohio",74782,74782.0,69828.0,1158.0,167.0,1263.0,74782.0,33174.0,33174.0,30197.0,2977.0,39,063,2010-12-31
"Hardin County, Ohio",32058,32058.0,30990.0,259.0,52.0,182.0,32058.0,13100.0,13100.0,11762.0,1338.0,39,065,2010-12-31
"Harrison County, Ohio",15864,15864.0,15216.0,330.0,16.0,22.0,15864.0,8170.0,8170.0,6526.0,1644.0,39,067,2010-12-31
"Henry County, Ohio",28215,28215.0,26857.0,117.0,89.0,105.0,28215.0,11963.0,11963.0,10934.0,1029.0,39,069,2010-12-31
"Highland County, Ohio",43589,43589.0,42042.0,604.0,111.0,102.0,43589.0,19380.0,19380.0,16693.0,2687.0,39,071,2010-12-31
"Hocking County, Ohio",29380,29380.0,28639.0,217.0,96.0,47.0,29380.0,13417.0,13417.0,11369.0,2048.0,39,073,2010-12-31
"Holmes County, Ohio",42366,42366.0,41826.0,126.0,29.0,49.0,42366.0,13666.0,13666.0,12554.0,1112.0,39,075,2010-12-31
"Huron County, Ohio",59626,59626.0,56556.0,614.0,127.0,175.0,59626.0,25196.0,25196.0,22820.0,2376.0,39,077,2010-12-31
"Jackson County, Ohio",33225,33225.0,32267.0,193.0,120.0,109.0,33225.0,14587.0,14587.0,13010.0,1577.0,39,079,2010-12-31
"Washington County, Ohio",61778,61778.0,59599.0,664.0,135.0,341.0,61778.0,28367.0,28367.0,25587.0,2780.0,39,167,2010-12-31
"Wayne County, Ohio",114520,114520.0,109543.0,1712.0,183.0,874.0,114520.0,45847.0,45847.0,42638.0,3209.0,39,169,2010-12-31
"Williams County, Ohio",37642,37642.0,36117.0,363.0,85.0,214.0,37642.0,16668.0,16668.0,15075.0,1593.0,39,171,2010-12-31
"Wood County, Ohio",125488,125488.0,116422.0,3022.0,286.0,1943.0,125488.0,53376.0,53376.0,49043.0,4333.0,39,173,2010-12-31
"Wyandot County, Ohio",22615,22615.0,21924.0,44.0,37.0,134.0,22615.0,9870.0,9870.0,9091.0,779.0,39,175,2010-12-31
"Haskell County, Oklahoma",12769,12769.0,9560.0,56.0,2029.0,68.0,12769.0,6028.0,6028.0,5044.0,984.0,40,061,2010-12-31
"Hughes County, Oklahoma",14003,14003.0,9543.0,742.0,2549.0,28.0,14003.0,6183.0,6183.0,5050.0,1133.0,40,063,2010-12-31
"Jackson County, Oklahoma",26446,26446.0,19255.0,1985.0,479.0,312.0,26446.0,12077.0,12077.0,10247.0,1830.0,40,065,2010-12-31
"Jefferson County, Oklahoma",6472,6472.0,5461.0,42.0,400.0,22.0,6472.0,3378.0,3378.0,2634.0,744.0,40,067,2010-12-31
"Johnston County, Oklahoma",10957,10957.0,8015.0,212.0,1702.0,27.0,10957.0,5126.0,5126.0,4312.0,814.0,40,069,2010-12-31
"Kay County, Oklahoma",46562,46562.0,37332.0,962.0,4486.0,235.0,46562.0,21708.0,21708.0,18577.0,3131.0,40,071,2010-12-31
"Kingfisher County, Oklahoma",15034,15034.0,12707.0,170.0,465.0,42.0,15034.0,6409.0,6409.0,5731.0,678.0,40,073,2010-12-31
"McClain County, Oklahoma",34506,34506.0,29168.0,239.0,2218.0,127.0,34506.0,13996.0,13996.0,12891.0,1105.0,40,087,2010-12-31
"Logan County, Oklahoma",41848,41848.0,33886.0,3804.0,1380.0,195.0,41848.0,17195.0,17195.0,15290.0,1905.0,40,083,2010-12-31
"Love County, Oklahoma",9423,9423.0,7426.0,168.0,586.0,45.0,9423.0,4539.0,4539.0,3713.0,826.0,40,085,2010-12-31
"Latimer County, Oklahoma",11154,11154.0,7825.0,83.0,2279.0,31.0,11154.0,4979.0,4979.0,4208.0,771.0,40,077,2010-12-31
"Le Flore County, Oklahoma",50384,50384.0,37827.0,1034.0,6180.0,265.0,50384.0,21448.0,21448.0,18878.0,2570.0,40,079,2010-12-31
