NAME_Geographic Area Name,B01001_001E_Total Population,B01002_001E_Median Age,B01002_002E_Median Age (Male),B01002_003E_Median Age (Female),B02001_002E_White Population,B02001_003E_Black Population,B02001_004E_American Indian Population,B02001_005E_Asian Population,B03003_003E_Hispanic or Latino Population,B19013_001E_Median Household Income,B19301_001E_Per Capita Income,B17001_002E_Population Below Poverty Level,B23025_002E_Total Labor Force,B23025_003E_Labor Force - Employed,B23025_004E_Labor Force - Unemployed,B23025_005E_Not in Labor Force,B25077_001E_Median Home Value,B25064_001E_Median Gross Rent,B25002_002E_Occupied Housing Units,B25002_003E_Vacant Housing Units,B15003_022E_Bachelor's Degree,B15003_023E_Master's Degree,B15003_024E_Professional Degree,B15003_025E_Doctorate Degree,B08301_001E_Total Commuters,B08301_010E_Public Transportation Commuters,B27001_001E_Total Healthcare Coverage,B27001_002E_With Health Insurance,B27001_003E_No Health Insurance,B11001_001E_Total Households,B11001_002E_Family Households,B11001_007E_Non-family Households,state,year
Maine,1366949.0,44.8,43.5,46.2,1261284.0,21775.0,6722.0,15071.0,25898.0,68251.0,39718.0,145491.0,714333.0,712132.0,683370.0,28762.0,244800.0,1009.0,580172.0,161631.0,214733.0,90861.0,22065.0,15603.0,670170.0,2999.0,1349575.0,664423.0,39198.0,580172.0,351677.0,228495.0,23,2022-12-31
Maryland,6161707.0,39.1,37.8,40.4,3154247.0,1841926.0,18343.0,399736.0,672905.0,98461.0,49865.0,558567.0,3331958.0,3300378.0,3131413.0,168965.0,380500.0,1598.0,2318124.0,212951.0,952916.0,590587.0,135879.0,119364.0,3101081.0,171785.0,6070969.0,2939514.0,219002.0,2318124.0,1525066.0,793058.0,24,2022-12-31
Massachusetts,6984205.0,39.8,38.6,41.1,5075525.0,498785.0,14740.0,487600.0,879296.0,96505.0,53513.0,672361.0,3882906.0,3877649.0,3671485.0,206164.0,483900.0,1588.0,2740995.0,258319.0,1234320.0,717317.0,153045.0,154129.0,3595260.0,271923.0,6918700.0,3381835.0,216206.0,2740995.0,1716907.0,1024088.0,25,2022-12-31
Michigan,10057921.0,39.9,38.7,41.2,7617085.0,1363539.0,45662.0,327551.0,550427.0,68505.0,37929.0,1293164.0,5018590.0,5013611.0,4711444.0,302167.0,201100.0,1037.0,4009253.0,571194.0,1311608.0,627217.0,132170.0,89356.0,4613166.0,50639.0,9949793.0,4919140.0,343383.0,4009253.0,2527912.0,1481341.0,26,2022-12-31
Minnesota,5695292.0,38.5,37.7,39.2,4537219.0,382082.0,51434.0,286146.0,327049.0,84313.0,44947.0,516284.0,3116753.0,3112649.0,2989152.0,123497.0,286800.0,1178.0,2256126.0,237830.0,965593.0,364292.0,89655.0,60300.0,2934581.0,72078.0,5634724.0,2824229.0,211438.0,2256126.0,1424131.0,831995.0,27,2022-12-31
Mississippi,2958846.0,38.1,36.7,39.3,1685024.0,1101836.0,12777.0,29041.0,97123.0,52985.0,29209.0,548804.0,1344337.0,1331419.0,1245900.0,85519.0,151000.0,896.0,1121269.0,203723.0,286132.0,131671.0,30003.0,22265.0,1232826.0,3227.0,2891879.0,1387885.0,108772.0,1121269.0,739850.0,381419.0,28,2022-12-31
Missouri,6154422.0,38.8,37.7,40.1,4884165.0,693892.0,17559.0,127044.0,280078.0,65920.0,36754.0,766582.0,3107514.0,3087517.0,2954860.0,132657.0,199400.0,957.0,2458324.0,336706.0,804597.0,370034.0,80507.0,54700.0,2920193.0,28476.0,6047407.0,2968666.0,223037.0,2458324.0,1542797.0,915527.0,29,2022-12-31
Montana,1091840.0,40.1,39.2,41.0,943827.0,6026.0,63493.0,9211.0,45881.0,66341.0,37837.0,132329.0,559429.0,555742.0,534107.0,21635.0,305700.0,974.0,443917.0,73513.0,170549.0,59333.0,15762.0,11983.0,526969.0,3525.0,1075209.0,543287.0,36155.0,443917.0,270427.0,173490.0,30,2022-12-31
Nebraska,1958939.0,36.9,36.1,37.7,1603239.0,93555.0,18550.0,48874.0,230769.0,71722.0,38585.0,198466.0,1054285.0,1047813.0,1015656.0,32157.0,205600.0,987.0,776379.0,71644.0,280101.0,106137.0,25032.0,18160.0,1004637.0,5361.0,1930107.0,965866.0,78806.0,776379.0,490531.0,285848.0,31,2022-12-31
Nevada,3104817.0,38.5,38.0,39.1,1732783.0,290223.0,40745.0,263063.0,918509.0,71646.0,37945.0,389456.0,1578524.0,1566279.0,1456370.0,109909.0,373800.0,1382.0,1163671.0,124686.0,371761.0,139842.0,37727.0,22673.0,1434135.0,35437.0,3067029.0,1538305.0,109967.0,1163671.0,742614.0,421057.0,32,2022-12-31
New Hampshire,1379610.0,43.1,42.0,44.4,1241594.0,20920.0,2070.0,36352.0,58654.0,90845.0,48250.0,98162.0,770353.0,768414.0,740988.0,27426.0,337100.0,1336.0,545116.0,95219.0,236189.0,116378.0,19939.0,16942.0,726246.0,4537.0,1363236.0,680468.0,38704.0,545116.0,353906.0,191210.0,33,2022-12-31
New Jersey,9249063.0,40.0,38.7,41.4,5528604.0,1213265.0,29780.0,913364.0,1963423.0,97126.0,50995.0,879179.0,4939081.0,4927193.0,4619369.0,307824.0,401400.0,1577.0,3438162.0,318178.0,1636308.0,785250.0,182433.0,111577.0,4517714.0,405480.0,9153756.0,4492787.0,324652.0,3438162.0,2340500.0,1097662.0,34,2022-12-31
New Mexico,2112463.0,38.6,37.3,39.9,1250614.0,44894.0,198140.0,34400.0,1051626.0,58722.0,32667.0,378651.0,976697.0,962817.0,902828.0,59989.0,216000.0,966.0,812852.0,130297.0,230705.0,131594.0,26832.0,27773.0,901687.0,6747.0,2076263.0,1023993.0,72139.0,812852.0,503154.0,309698.0,35,2022-12-31
New York,19994379.0,39.3,38.0,40.6,11749652.0,3011116.0,93384.0,1767598.0,3895714.0,81386.0,47173.0,2655662.0,10279583.0,10253938.0,9615537.0,638401.0,384100.0,1507.0,7604523.0,889929.0,3033763.0,1731771.0,435559.0,238322.0,9394994.0,2195003.0,19789790.0,9648343.0,682203.0,7604523.0,4735000.0,2869523.0,36,2022-12-31
North Carolina,10470214.0,39.1,37.7,40.4,6800458.0,2192455.0,109600.0,325670.0,1051008.0,66186.0,37641.0,1357418.0,5290874.0,5188874.0,4925500.0,263374.0,234900.0,1093.0,4105232.0,634649.0,1533552.0,648712.0,139534.0,107092.0,4919645.0,39003.0,10256318.0,4964205.0,361615.0,4105232.0,2653429.0,1451803.0,37,2022-12-31
North Dakota,776874.0,35.4,34.7,36.3,656425.0,25233.0,36284.0,12474.0,33189.0,73959.0,40748.0,80810.0,423612.0,416963.0,404772.0,12191.0,232500.0,912.0,320038.0,52338.0,113131.0,33064.0,7189.0,5710.0,404060.0,1869.0,759609.0,388506.0,32080.0,320038.0,188317.0,131721.0,38,2022-12-31
Ohio,11774683.0,39.6,38.3,40.8,9281702.0,1449450.0,17094.0,283278.0,494625.0,66990.0,37729.0,1526507.0,5998649.0,5987111.0,5686919.0,300192.0,183300.0,945.0,4789408.0,461801.0,1515763.0,696826.0,148249.0,98487.0,5579288.0,67044.0,11607026.0,5711041.0,414859.0,4789408.0,2961404.0,1828004.0,39,2022-12-31
Oklahoma,3970497.0,36.9,35.8,37.9,2716667.0,284453.0,298628.0,91720.0,458686.0,61364.0,33630.0,585991.0,1915098.0,1892374.0,1800158.0,92216.0,170500.0,934.0,1522711.0,229091.0,465739.0,177413.0,42157.0,29429.0,1790757.0,5923.0,3882774.0,1916325.0,153403.0,1522711.0,987338.0,535373.0,40,2022-12-31
Oregon,4229374.0,39.9,39.0,40.8,3328095.0,79593.0,46880.0,187852.0,583066.0,76632.0,41805.0,494158.0,2169277.0,2165226.0,2045480.0,119746.0,423100.0,1373.0,1680800.0,137799.0,654185.0,283031.0,72199.0,54744.0,2007255.0,60199.0,4187842.0,2082734.0,134863.0,1680800.0,1042388.0,638412.0,41,2022-12-31
Pennsylvania,12989208.0,40.8,39.5,42.2,10010379.0,1407814.0,20570.0,473192.0,1055108.0,73170.0,41234.0,1482439.0,6689654.0,6680740.0,6322011.0,358729.0,226200.0,1110.0,5193727.0,560181.0,1844355.0,884422.0,199768.0,152773.0,6200303.0,266593.0,12801884.0,6291730.0,425533.0,5193727.0,3277894.0,1915833.0,42,2022-12-31
Rhode Island,1094250.0,40.1,38.6,41.5,816308.0,67615.0,4072.0,37881.0,183196.0,81370.0,43324.0,118033.0,592606.0,588670.0,554054.0,34616.0,343100.0,1195.0,432219.0,50834.0,165487.0,80811.0,19272.0,14255.0,542687.0,10428.0,1077551.0,527377.0,33152.0,432219.0,265601.0,166618.0,44,2022-12-31
South Carolina,5142750.0,40.0,38.5,41.2,3342861.0,1326209.0,15617.0,85834.0,318875.0,63623.0,36072.0,717849.0,2517626.0,2479960.0,2351749.0,128211.0,216200.0,1065.0,2023085.0,339168.0,674340.0,305597.0,62767.0,46066.0,2344150.0,10735.0,5043992.0,2436484.0,174592.0,2023085.0,1318317.0,704768.0,45,2022-12-31
South Dakota,890342.0,37.5,36.8,38.4,731624.0,19525.0,70948.0,12754.0,39197.0,69457.0,36850.0,105542.0,471697.0,468056.0,453504.0,14552.0,219500.0,878.0,351182.0,45441.0,123313.0,38604.0,10123.0,6821.0,449118.0,1734.0,871052.0,439534.0,35586.0,351182.0,218521.0,132661.0,46,2022-12-31
Tennessee,6923772.0,38.9,37.8,40.0,5182736.0,1126815.0,14118.0,128630.0,412622.0,64035.0,36040.0,943583.0,3450165.0,3430845.0,3258016.0,172829.0,232100.0,1047.0,2713635.0,337215.0,889401.0,368384.0,89488.0,66397.0,3213248.0,15910.0,6822829.0,3330267.0,245961.0,2713635.0,1759011.0,954624.0,47,2022-12-31
Texas,29243342.0,35.2,34.4,36.0,17293460.0,3552579.0,169576.0,1511069.0,11665280.0,73035.0,37514.0,3990326.0,14784312.0,14674135.0,13908128.0,766007.0,238000.0,1251.0,10490553.0,1164418.0,3919003.0,1598654.0,341512.0,242618.0,13755352.0,142353.0,28764407.0,14259107.0,1187044.0,10490553.0,7173843.0,3316710.0,48,2022-12-31
Utah,3283809.0,31.4,30.9,31.9,2705194.0,37712.0,32948.0,77761.0,480843.0,86833.0,37023.0,275188.0,1702399.0,1696258.0,1639398.0,56860.0,408500.0,1302.0,1062819.0,99835.0,468541.0,173551.0,36570.0,29475.0,1617201.0,28799.0,3257798.0,1646482.0,149489.0,1062819.0,782668.0,280151.0,49,2022-12-31
Vermont,643816.0,42.9,41.6,44.1,594131.0,8000.0,1336.0,10824.0,13793.0,74014.0,41680.0,64739.0,351783.0,350677.0,337211.0,13466.0,272400.0,1149.0,265858.0,69280.0,111614.0,57539.0,12438.0,9939.0,330614.0,2898.0,637608.0,317034.0,17545.0,265858.0,157518.0,108340.0,50,2022-12-31
Virginia,8624511.0,38.7,37.6,39.8,5473610.0,1630355.0,23728.0,591088.0,865015.0,87249.0,47210.0,836686.0,4570843.0,4442586.0,4245585.0,197001.0,339800.0,1440.0,3289776.0,335509.0,1366160.0,780607.0,158770.0,119285.0,4290610.0,127841.0,8398580.0,4096367.0,304055.0,3289776.0,2148463.0,1141313.0,51,2022-12-31
Washington,7688549.0,38.0,37.1,39.0,5374874.0,301477.0,91698.0,708647.0,1037153.0,90325.0,48685.0,747538.0,4010799.0,3949085.0,3752076.0,197009.0,473400.0,1592.0,2979272.0,236971.0,1244437.0,569699.0,123220.0,92087.0,3722716.0,169591.0,7571532.0,3790588.0,272906.0,2979272.0,1910770.0,1068502.0,53,2022-12-31
West Virginia,1792967.0,42.6,41.3,44.1,1639342.0,61227.0,1730.0,13602.0,32910.0,55217.0,31462.0,291860.0,786112.0,783715.0,736212.0,47503.0,145800.0,831.0,716040.0,143102.0,171758.0,84486.0,18450.0,14085.0,723217.0,4810.0,1759522.0,871653.0,55602.0,716040.0,449704.0,266336.0,54,2022-12-31
Wisconsin,5882128.0,39.9,39.0,40.8,4854979.0,363331.0,43759.0,169052.0,430976.0,72458.0,40130.0,611661.0,3129606.0,3125976.0,3020890.0,105086.0,231400.0,992.0,2425488.0,309023.0,852632.0,319419.0,70555.0,53667.0,2974249.0,36957.0,5815677.0,2906085.0,199777.0,2425488.0,1488300.0,937188.0,55,2022-12-31
Wyoming,577929.0,38.5,38.1,39.1,504798.0,4891.0,12359.0,4717.0,60518.0,72495.0,39547.0,60134.0,302838.0,299351.0,287895.0,11456.0,269900.0,933.0,234156.0,39135.0,71313.0,31053.0,6077.0,5138.0,284555.0,2611.0,567826.0,288887.0,20569.0,234156.0,147480.0,86676.0,56,2022-12-31
Puerto Rico,3272382.0,43.7,41.8,45.6,1425431.0,286388.0,5066.0,6295.0,3231327.0,24002.0,15637.0,1368360.0,1250216.0,1247027.0,1081330.0,165697.0,121800.0,545.0,1219658.0,343471.0,482139.0,134673.0,30748.0,30891.0,1051707.0,11501.0,3244866.0,1532689.0,71266.0,1219658.0,795953.0,423705.0,72,2022-12-31
